,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
389,11,Ronnie Brewer,22,UTA,1.0,12.0,625,0.019,76,27.5,12.0,2.9,1.8,1.7,0.3,.558,.220,.759,7.8,.178,2008,https://www.basketball-reference.com//players/b/brewero02.html,https://www.basketball-reference.com/req/202106291/images/players/brewero02.jpg
390,12,Andrew Bynum,20,LAL,1.0,11.0,625,0.018,35,28.8,13.1,10.2,1.7,0.3,2.1,.636,NO DATA,.695,4.8,.230,2008,https://www.basketball-reference.com//players/b/bynuman01.html,https://www.basketball-reference.com/req/202106291/images/players/bynuman01.jpg
391,13,Chris Kaman,25,LAC,1.0,9.0,625,0.014,56,37.2,15.7,12.7,1.9,0.6,2.8,.483,.000,.762,3.6,.083,2008,https://www.basketball-reference.com//players/k/kamanch01.html,https://www.basketball-reference.com/req/202106291/images/players/kamanch01.jpg
392,14,Lou Williams,21,PHI,1.0,8.0,625,0.013,80,23.3,11.5,2.1,3.2,1.0,0.2,.424,.359,.783,4.4,.112,2008,https://www.basketball-reference.com//players/w/willilo02.html,https://www.basketball-reference.com/req/202106291/images/players/willilo02.jpg
393,15T,Andrew Bogut,23,MIL,0.0,7.0,625,0.011,78,34.9,14.3,9.8,2.6,0.8,1.7,.511,.000,.587,4.8,.085,2008,https://www.basketball-reference.com//players/b/bogutan01.html,https://www.basketball-reference.com/req/202106291/images/players/bogutan01.jpg
394,15T,Monta Ellis,22,GSW,0.0,7.0,625,0.011,81,37.9,20.2,5.0,3.9,1.5,0.3,.531,.231,.767,9.0,.140,2008,https://www.basketball-reference.com//players/e/ellismo01.html,https://www.basketball-reference.com/req/202106291/images/players/ellismo01.jpg
395,17,Rafer Alston,31,HOU,1.0,6.0,625,0.010,74,34.1,13.1,3.5,5.3,1.3,0.2,.394,.351,.715,5.0,.095,2008,https://www.basketball-reference.com//players/a/alstora01.html,https://www.basketball-reference.com/req/202106291/images/players/alstora01.jpg
396,18T,Andre Iguodala,24,PHI,1.0,5.0,625,0.008,82,39.5,19.9,5.4,4.8,2.1,0.6,.456,.329,.721,9.6,.143,2008,https://www.basketball-reference.com//players/i/iguodan01.html,https://www.basketball-reference.com/req/202106291/images/players/iguodan01.jpg
397,18T,LeBron James,23,CLE,1.0,5.0,625,0.008,75,40.4,30.0,7.9,7.2,1.8,1.1,.484,.315,.712,15.2,.242,2008,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
398,18T,Travis Outlaw,23,POR,1.0,5.0,625,0.008,82,26.7,13.3,4.6,1.3,0.7,0.8,.433,.396,.741,3.2,.071,2008,https://www.basketball-reference.com//players/o/outlatr01.html,https://www.basketball-reference.com/req/202106291/images/players/outlatr01.jpg
399,21T,Brandon Bass,22,DAL,0.0,4.0,625,0.006,79,19.7,8.3,4.4,0.7,0.3,0.6,.499,.000,.822,4.3,.132,2008,https://www.basketball-reference.com//players/b/bassbr01.html,https://www.basketball-reference.com/req/202106291/images/players/bassbr01.jpg
400,21T,Deron Williams,23,UTA,0.0,4.0,625,0.006,82,37.3,18.8,3.0,10.5,1.1,0.3,.507,.395,.803,11.3,.177,2008,https://www.basketball-reference.com//players/w/willide01.html,https://www.basketball-reference.com/req/202106291/images/players/willide01.jpg
401,23T,Tyson Chandler,25,NOH,0.0,3.0,625,0.005,79,35.2,11.8,11.7,1.0,0.6,1.1,.623,.000,.593,10.0,.172,2008,https://www.basketball-reference.com//players/c/chandty01.html,https://www.basketball-reference.com/req/202106291/images/players/chandty01.jpg
402,23T,Dwight Howard,22,ORL,0.0,3.0,625,0.005,82,37.7,20.7,14.2,1.3,0.9,2.1,.599,.000,.590,12.9,.200,2008,https://www.basketball-reference.com//players/h/howardw01.html,https://www.basketball-reference.com/req/202106291/images/players/howardw01.jpg
403,23T,Linas Kleiza,23,DEN,0.0,3.0,625,0.005,79,23.9,11.1,4.2,1.2,0.6,0.2,.472,.339,.770,4.7,.119,2008,https://www.basketball-reference.com//players/k/kleizli01.html,https://www.basketball-reference.com/req/202106291/images/players/kleizli01.jpg
404,23T,Jason Maxiell,24,DET,0.0,3.0,625,0.005,82,21.6,7.9,5.3,0.6,0.3,1.1,.538,.000,.633,6.3,.171,2008,https://www.basketball-reference.com//players/m/maxieja01.html,https://www.basketball-reference.com/req/202106291/images/players/maxieja01.jpg
405,23T,Shaquille O'Neal,35,TOT,0.0,3.0,625,0.005,61,28.7,13.6,9.1,1.5,0.5,1.4,.593,NO DATA,.503,2.8,.078,2008,https://www.basketball-reference.com//players/o/onealsh01.html,https://www.basketball-reference.com/req/202106291/images/players/onealsh01.jpg
406,28T,Danny Granger,24,IND,0.0,2.0,625,0.003,80,36.0,19.6,6.1,2.1,1.2,1.1,.446,.404,.852,7.3,.122,2008,https://www.basketball-reference.com//players/g/grangda01.html,https://www.basketball-reference.com/req/202106291/images/players/grangda01.jpg
407,28T,Brandon Roy,23,POR,0.0,2.0,625,0.003,74,37.7,19.1,4.7,5.8,1.1,0.2,.454,.340,.753,8.0,.138,2008,https://www.basketball-reference.com//players/r/roybr01.html,https://www.basketball-reference.com/req/202106291/images/players/roybr01.jpg
408,30T,Roger Mason,27,WAS,0.0,1.0,625,0.002,80,21.4,9.1,1.6,1.7,0.5,0.2,.443,.398,.873,3.4,.096,2008,https://www.basketball-reference.com//players/m/masonro01.html,https://www.basketball-reference.com/req/202106291/images/players/masonro01.jpg
409,30T,J.R. Smith,22,DEN,0.0,1.0,625,0.002,74,19.2,12.3,2.1,1.7,0.8,0.2,.461,.403,.719,3.7,.126,2008,https://www.basketball-reference.com//players/s/smithjr01.html,https://www.basketball-reference.com/req/202106291/images/players/smithjr01.jpg
410,1,Danny Granger,25,IND,48.0,364.0,605,0.602,67,36.2,25.8,5.1,2.7,1.0,1.4,.447,.404,.878,8.0,.158,2009,https://www.basketball-reference.com//players/g/grangda01.html,https://www.basketball-reference.com/req/202106291/images/players/grangda01.jpg
411,2,Devin Harris,25,NJN,43.0,339.0,605,0.560,69,36.1,21.3,3.3,6.9,1.7,0.2,.438,.291,.820,7.5,.145,2009,https://www.basketball-reference.com//players/h/harride01.html,https://www.basketball-reference.com/req/202106291/images/players/harride01.jpg
412,3,Kevin Durant,20,OKC,6.0,83.0,605,0.137,74,39.0,25.3,6.5,2.8,1.3,0.7,.476,.422,.863,7.9,.132,2009,https://www.basketball-reference.com//players/d/duranke01.html,https://www.basketball-reference.com/req/202106291/images/players/duranke01.jpg
413,4,Paul Millsap,23,UTA,3.0,77.0,605,0.127,76,30.1,13.5,8.6,1.8,1.0,1.0,.534,.000,.699,7.7,.162,2009,https://www.basketball-reference.com//players/m/millspa01.html,https://www.basketball-reference.com/req/202106291/images/players/millspa01.jpg
414,5,Nenê,26,DEN,7.0,58.0,605,0.096,77,32.6,14.6,7.8,1.4,1.2,1.3,.604,.200,.723,9.3,.177,2009,https://www.basketball-reference.com//players/h/hilarne01.html,https://www.basketball-reference.com/req/202106291/images/players/hilarne01.jpg
415,6,Rajon Rondo,22,BOS,2.0,29.0,605,0.048,80,33.0,11.9,5.2,8.2,1.9,0.1,.505,.313,.642,9.9,.179,2009,https://www.basketball-reference.com//players/r/rondora01.html,https://www.basketball-reference.com/req/202106291/images/players/rondora01.jpg
416,7,David Lee,25,NYK,1.0,25.0,605,0.041,81,34.9,16.0,11.7,2.1,1.0,0.3,.549,.000,.755,9.0,.154,2009,https://www.basketball-reference.com//players/l/leeda02.html,https://www.basketball-reference.com/req/202106291/images/players/leeda02.jpg
417,8,John Salmons,29,TOT,2.0,17.0,605,0.028,79,37.5,18.3,4.2,3.2,1.1,0.3,.472,.417,.830,5.6,.090,2009,https://www.basketball-reference.com//players/s/salmojo01.html,https://www.basketball-reference.com/req/202106291/images/players/salmojo01.jpg
418,9,Thaddeus Young,20,PHI,1.0,16.0,605,0.026,75,34.4,15.3,5.0,1.1,1.3,0.3,.495,.341,.735,5.5,.102,2009,https://www.basketball-reference.com//players/y/youngth01.html,https://www.basketball-reference.com/req/202106291/images/players/youngth01.jpg
419,10,Von Wafer,23,HOU,2.0,12.0,605,0.020,63,19.4,9.7,1.8,1.1,0.6,0.1,.447,.390,.752,2.6,.103,2009,https://www.basketball-reference.com//players/w/wafervo01.html,https://www.basketball-reference.com/req/202106291/images/players/wafervo01.jpg
420,11,Brandon Roy,24,POR,1.0,8.0,605,0.013,78,37.2,22.6,4.7,5.1,1.1,0.3,.480,.377,.824,13.5,.223,2009,https://www.basketball-reference.com//players/r/roybr01.html,https://www.basketball-reference.com/req/202106291/images/players/roybr01.jpg
421,12T,Chris Andersen,30,DEN,1.0,6.0,605,0.010,71,20.6,6.4,6.2,0.4,0.6,2.5,.548,.200,.718,5.4,.176,2009,https://www.basketball-reference.com//players/a/anderch01.html,https://www.basketball-reference.com/req/202106291/images/players/anderch01.jpg
422,12T,J.R. Smith,23,DEN,1.0,6.0,605,0.010,81,27.7,15.2,3.7,2.8,1.0,0.2,.446,.397,.754,5.8,.124,2009,https://www.basketball-reference.com//players/s/smithjr01.html,https://www.basketball-reference.com/req/202106291/images/players/smithjr01.jpg
423,14T,Wilson Chandler,21,NYK,1.0,5.0,605,0.008,82,33.4,14.4,5.4,2.1,0.9,0.9,.432,.328,.795,3.1,.054,2009,https://www.basketball-reference.com//players/c/chandwi01.html,https://www.basketball-reference.com/req/202106291/images/players/chandwi01.jpg
424,14T,Glen Davis,23,BOS,1.0,5.0,605,0.008,76,21.5,7.0,4.0,0.9,0.7,0.3,.442,.400,.730,3.7,.108,2009,https://www.basketball-reference.com//players/d/davisgl01.html,https://www.basketball-reference.com/req/202106291/images/players/davisgl01.jpg
425,14T,Jason Terry,31,DAL,1.0,5.0,605,0.008,74,33.7,19.6,2.4,3.4,1.3,0.3,.463,.366,.880,7.3,.140,2009,https://www.basketball-reference.com//players/t/terryja01.html,https://www.basketball-reference.com/req/202106291/images/players/terryja01.jpg
426,17T,Aaron Brooks,24,HOU,0.0,4.0,605,0.007,80,25.0,11.2,2.0,3.0,0.6,0.1,.404,.366,.866,3.6,.086,2009,https://www.basketball-reference.com//players/b/brookaa01.html,https://www.basketball-reference.com/req/202106291/images/players/brookaa01.jpg
427,17T,Jameer Nelson,26,ORL,0.0,4.0,605,0.007,42,31.2,16.7,3.5,5.4,1.2,0.1,.503,.453,.887,6.0,.220,2009,https://www.basketball-reference.com//players/n/nelsoja01.html,https://www.basketball-reference.com/req/202106291/images/players/nelsoja01.jpg
428,19T,LaMarcus Aldridge,23,POR,0.0,3.0,605,0.005,81,37.1,18.1,7.5,1.9,1.0,1.0,.484,.250,.781,9.5,.151,2009,https://www.basketball-reference.com//players/a/aldrila01.html,https://www.basketball-reference.com/req/202106291/images/players/aldrila01.jpg
429,19T,Kelenna Azubuike,25,GSW,0.0,3.0,605,0.005,74,32.1,14.4,5.0,1.6,0.8,0.7,.464,.448,.808,4.1,.083,2009,https://www.basketball-reference.com//players/a/azubuke01.html,https://www.basketball-reference.com/req/202106291/images/players/azubuke01.jpg
430,19T,Roger Mason,28,SAS,0.0,3.0,605,0.005,82,30.4,11.8,3.1,2.1,0.5,0.1,.425,.421,.890,4.7,.091,2009,https://www.basketball-reference.com//players/m/masonro01.html,https://www.basketball-reference.com/req/202106291/images/players/masonro01.jpg
431,19T,Dwyane Wade,27,MIA,0.0,3.0,605,0.005,79,38.6,30.2,5.0,7.5,2.2,1.3,.491,.317,.765,14.7,.232,2009,https://www.basketball-reference.com//players/w/wadedw01.html,https://www.basketball-reference.com/req/202106291/images/players/wadedw01.jpg
432,23T,Ronnie Brewer,23,UTA,0.0,2.0,605,0.003,81,32.2,13.7,3.7,2.2,1.7,0.4,.508,.259,.702,6.8,.126,2009,https://www.basketball-reference.com//players/b/brewero02.html,https://www.basketball-reference.com/req/202106291/images/players/brewero02.jpg
433,23T,Luis Scola,28,HOU,0.0,2.0,605,0.003,82,30.3,12.7,8.8,1.5,0.8,0.1,.531,.000,.760,8.6,.165,2009,https://www.basketball-reference.com//players/s/scolalu01.html,https://www.basketball-reference.com/req/202106291/images/players/scolalu01.jpg
434,25T,J.J. Barea,24,DAL,0.0,1.0,605,0.002,79,20.3,7.8,2.2,3.4,0.5,0.1,.442,.357,.753,2.2,.066,2009,https://www.basketball-reference.com//players/b/bareajo01.html,https://www.basketball-reference.com/req/202106291/images/players/bareajo01.jpg
435,25T,Andrea Bargnani,23,TOR,0.0,1.0,605,0.002,78,31.4,15.4,5.3,1.2,0.4,1.2,.450,.409,.831,3.9,.076,2009,https://www.basketball-reference.com//players/b/bargnan01.html,https://www.basketball-reference.com/req/202106291/images/players/bargnan01.jpg
436,25T,Rasual Butler,29,NOH,0.0,1.0,605,0.002,82,31.9,11.2,3.3,0.9,0.6,0.7,.433,.390,.782,4.6,.084,2009,https://www.basketball-reference.com//players/b/butlera01.html,https://www.basketball-reference.com/req/202106291/images/players/butlera01.jpg
437,25T,Mike Conley,21,MEM,0.0,1.0,605,0.002,82,30.6,10.9,3.4,4.3,1.1,0.1,.442,.406,.817,4.5,.086,2009,https://www.basketball-reference.com//players/c/conlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/conlemi01.jpg
438,25T,Jeff Green,22,OKC,0.0,1.0,605,0.002,78,36.8,16.5,6.7,2.0,1.0,0.4,.446,.389,.788,4.2,.070,2009,https://www.basketball-reference.com//players/g/greenje02.html,https://www.basketball-reference.com/req/202106291/images/players/greenje02.jpg
439,25T,Emeka Okafor,26,CHA,0.0,1.0,605,0.002,82,32.8,13.2,10.1,0.6,0.6,1.7,.561,NO DATA,.593,8.2,.147,2009,https://www.basketball-reference.com//players/o/okafoem01.html,https://www.basketball-reference.com/req/202106291/images/players/okafoem01.jpg
440,25T,Kendrick Perkins,24,BOS,0.0,1.0,605,0.002,76,29.6,8.5,8.1,1.3,0.3,2.0,.577,.000,.600,5.6,.119,2009,https://www.basketball-reference.com//players/p/perkike01.html,https://www.basketball-reference.com/req/202106291/images/players/perkike01.jpg
441,25T,Tyrus Thomas,22,CHI,0.0,1.0,605,0.002,79,27.5,10.8,6.4,1.0,1.2,1.9,.451,.333,.783,4.6,.101,2009,https://www.basketball-reference.com//players/t/thomaty01.html,https://www.basketball-reference.com/req/202106291/images/players/thomaty01.jpg
442,25T,Gerald Wallace,26,CHA,0.0,1.0,605,0.002,71,37.6,16.6,7.8,2.7,1.7,0.9,.480,.298,.804,9.5,.172,2009,https://www.basketball-reference.com//players/w/wallage01.html,https://www.basketball-reference.com/req/202106291/images/players/wallage01.jpg
443,25T,Mo Williams,26,CLE,0.0,1.0,605,0.002,81,35.0,17.8,3.4,4.1,0.9,0.1,.467,.436,.912,9.8,.165,2009,https://www.basketball-reference.com//players/w/willima01.html,https://www.basketball-reference.com/req/202106291/images/players/willima01.jpg
444,1,Aaron Brooks,25,HOU,62.0,403.0,615,0.655,82,35.6,19.6,2.6,5.3,0.8,0.2,.432,.398,.822,5.5,.091,2010,https://www.basketball-reference.com//players/b/brookaa01.html,https://www.basketball-reference.com/req/202106291/images/players/brookaa01.jpg
445,2T,Kevin Durant,21,OKC,17.0,101.0,615,0.164,82,39.5,30.1,7.6,2.8,1.4,1.0,.476,.365,.900,16.1,.238,2010,https://www.basketball-reference.com//players/d/duranke01.html,https://www.basketball-reference.com/req/202106291/images/players/duranke01.jpg
446,2T,Marc Gasol,25,MEM,9.0,101.0,615,0.164,69,35.8,14.6,9.3,2.4,1.0,1.6,.581,.000,.670,8.4,.164,2010,https://www.basketball-reference.com//players/g/gasolma01.html,https://www.basketball-reference.com/req/202106291/images/players/gasolma01.jpg
447,2T,George Hill,23,SAS,7.0,101.0,615,0.164,78,29.2,12.4,2.6,2.9,0.9,0.3,.478,.399,.772,6.7,.142,2010,https://www.basketball-reference.com//players/h/hillge01.html,https://www.basketball-reference.com/req/202106291/images/players/hillge01.jpg
448,5,Andrew Bogut,25,MIL,7.0,93.0,615,0.151,69,32.3,15.9,10.2,1.8,0.6,2.5,.520,.000,.629,7.5,.161,2010,https://www.basketball-reference.com//players/b/bogutan01.html,https://www.basketball-reference.com/req/202106291/images/players/bogutan01.jpg
449,6,Russell Westbrook,21,OKC,5.0,67.0,615,0.109,82,34.3,16.1,4.9,8.0,1.3,0.4,.418,.221,.780,6.1,.105,2010,https://www.basketball-reference.com//players/w/westbru01.html,https://www.basketball-reference.com/req/202106291/images/players/westbru01.jpg
450,7,Joakim Noah,24,CHI,7.0,64.0,615,0.104,64,30.1,10.7,11.0,2.1,0.5,1.6,.504,NO DATA,.744,6.2,.154,2010,https://www.basketball-reference.com//players/n/noahjo01.html,https://www.basketball-reference.com/req/202106291/images/players/noahjo01.jpg
451,8,Gerald Wallace,27,CHA,3.0,29.0,615,0.047,76,41.0,18.2,10.0,2.1,1.5,1.1,.484,.371,.776,11.5,.177,2010,https://www.basketball-reference.com//players/w/wallage01.html,https://www.basketball-reference.com/req/202106291/images/players/wallage01.jpg
452,9T,Brook Lopez,21,NJN,1.0,19.0,615,0.031,82,36.9,18.8,8.6,2.3,0.7,1.7,.499,.000,.817,7.9,.125,2010,https://www.basketball-reference.com//players/l/lopezbr01.html,https://www.basketball-reference.com/req/202106291/images/players/lopezbr01.jpg
453,9T,Corey Brewer,23,MIN,0.0,19.0,615,0.031,82,30.3,13.0,3.4,2.4,1.4,0.4,.431,.346,.648,1.0,.020,2010,https://www.basketball-reference.com//players/b/breweco01.html,https://www.basketball-reference.com/req/202106291/images/players/breweco01.jpg
454,11,Carl Landry,26,TOT,0.0,18.0,615,0.029,80,30.9,16.8,5.9,0.8,0.7,0.8,.536,.333,.806,7.7,.150,2010,https://www.basketball-reference.com//players/l/landrca01.html,https://www.basketball-reference.com/req/202106291/images/players/landrca01.jpg
455,12T,Rajon Rondo,23,BOS,2.0,12.0,615,0.020,81,36.6,13.7,4.4,9.8,2.3,0.1,.508,.213,.621,9.6,.156,2010,https://www.basketball-reference.com//players/r/rondora01.html,https://www.basketball-reference.com/req/202106291/images/players/rondora01.jpg
456,12T,Andray Blatche,23,WAS,1.0,12.0,615,0.020,81,27.9,14.1,6.3,2.1,1.0,0.9,.478,.295,.744,3.4,.073,2010,https://www.basketball-reference.com//players/b/blatcan01.html,https://www.basketball-reference.com/req/202106291/images/players/blatcan01.jpg
457,14T,Channing Frye,26,PHO,1.0,10.0,615,0.016,81,27.0,11.2,5.3,1.4,0.8,0.9,.451,.439,.810,6.4,.141,2010,https://www.basketball-reference.com//players/f/fryech01.html,https://www.basketball-reference.com/req/202106291/images/players/fryech01.jpg
458,14T,Danilo Gallinari,21,NYK,0.0,10.0,615,0.016,81,33.9,15.1,4.9,1.7,0.9,0.7,.423,.381,.818,5.6,.098,2010,https://www.basketball-reference.com//players/g/gallida01.html,https://www.basketball-reference.com/req/202106291/images/players/gallida01.jpg
459,16,Josh Smith,24,ATL,0.0,8.0,615,0.013,81,35.4,15.7,8.7,4.2,1.6,2.1,.505,.000,.618,9.3,.155,2010,https://www.basketball-reference.com//players/s/smithjo03.html,https://www.basketball-reference.com/req/202106291/images/players/smithjo03.jpg
460,17,David Lee,26,NYK,0.0,7.0,615,0.011,81,37.3,20.2,11.7,3.6,1.0,0.5,.545,.000,.812,10.3,.163,2010,https://www.basketball-reference.com//players/l/leeda02.html,https://www.basketball-reference.com/req/202106291/images/players/leeda02.jpg
461,18,Dwight Howard,24,ORL,1.0,5.0,615,0.008,82,34.7,18.3,13.2,1.8,0.9,2.8,.612,.000,.592,13.2,.223,2010,https://www.basketball-reference.com//players/h/howardw01.html,https://www.basketball-reference.com/req/202106291/images/players/howardw01.jpg
462,19T,Ersan İlyasova,22,MIL,0.0,4.0,615,0.007,81,23.4,10.4,6.4,1.0,0.7,0.3,.443,.336,.715,5.8,.146,2010,https://www.basketball-reference.com//players/i/ilyaser01.html,https://www.basketball-reference.com/req/202106291/images/players/ilyaser01.jpg
463,19T,Chris Kaman,27,LAC,0.0,4.0,615,0.007,76,34.3,18.5,9.3,1.6,0.5,1.2,.490,.000,.749,2.4,.044,2010,https://www.basketball-reference.com//players/k/kamanch01.html,https://www.basketball-reference.com/req/202106291/images/players/kamanch01.jpg
464,19T,J.J. Redick,25,ORL,0.0,4.0,615,0.007,82,22.0,9.6,1.9,1.9,0.3,0.0,.439,.405,.860,6.5,.173,2010,https://www.basketball-reference.com//players/r/redicjj01.html,https://www.basketball-reference.com/req/202106291/images/players/redicjj01.jpg
465,22T,Chris Douglas-Roberts,23,NJN,0.0,3.0,615,0.005,67,25.8,9.8,3.0,1.4,0.8,0.3,.445,.259,.847,0.7,.020,2010,https://www.basketball-reference.com//players/d/douglch01.html,https://www.basketball-reference.com/req/202106291/images/players/douglch01.jpg
466,22T,Nenê,27,DEN,0.0,3.0,615,0.005,82,33.6,13.8,7.6,2.5,1.4,1.0,.587,.000,.704,10.8,.188,2010,https://www.basketball-reference.com//players/h/hilarne01.html,https://www.basketball-reference.com/req/202106291/images/players/hilarne01.jpg
467,22T,Paul Millsap,24,UTA,0.0,3.0,615,0.005,82,27.8,11.6,6.8,1.6,0.8,1.2,.538,.111,.693,7.2,.151,2010,https://www.basketball-reference.com//players/m/millspa01.html,https://www.basketball-reference.com/req/202106291/images/players/millspa01.jpg
468,25,Robin Lopez,21,PHO,0.0,2.0,615,0.003,51,19.3,8.4,4.9,0.1,0.2,1.0,.588,NO DATA,.704,3.2,.158,2010,https://www.basketball-reference.com//players/l/lopezro01.html,https://www.basketball-reference.com/req/202106291/images/players/lopezro01.jpg
469,26T,Monta Ellis,24,GSW,0.0,1.0,615,0.002,64,41.4,25.5,4.0,5.3,2.2,0.4,.449,.338,.753,1.3,.023,2010,https://www.basketball-reference.com//players/e/ellismo01.html,https://www.basketball-reference.com/req/202106291/images/players/ellismo01.jpg
470,26T,J.J. Hickson,21,CLE,0.0,1.0,615,0.002,81,20.9,8.5,4.9,0.5,0.4,0.5,.554,.000,.681,4.3,.123,2010,https://www.basketball-reference.com//players/h/hicksjj01.html,https://www.basketball-reference.com/req/202106291/images/players/hicksjj01.jpg
471,26T,Zach Randolph,28,MEM,0.0,1.0,615,0.002,81,37.7,20.8,11.7,1.8,1.0,0.4,.488,.288,.778,9.7,.153,2010,https://www.basketball-reference.com//players/r/randoza01.html,https://www.basketball-reference.com/req/202106291/images/players/randoza01.jpg
472,26T,John Salmons,30,TOT,0.0,1.0,615,0.002,81,34.9,15.4,3.3,2.8,1.2,0.3,.441,.382,.830,7.1,.121,2010,https://www.basketball-reference.com//players/s/salmojo01.html,https://www.basketball-reference.com/req/202106291/images/players/salmojo01.jpg
473,26T,Ben Wallace,35,DET,0.0,1.0,615,0.002,69,28.6,5.5,8.7,1.5,1.2,1.2,.541,.000,.406,4.7,.115,2010,https://www.basketball-reference.com//players/w/wallabe01.html,https://www.basketball-reference.com/req/202106291/images/players/wallabe01.jpg
474,1,Kevin Love,22,MIN,66.0,400.0,580,0.690,73,35.8,20.2,15.2,2.5,0.6,0.4,.470,.417,.850,11.4,.210,2011,https://www.basketball-reference.com//players/l/loveke01.html,https://www.basketball-reference.com/req/202106291/images/players/loveke01.jpg
475,2,LaMarcus Aldridge,25,POR,11.0,157.0,580,0.271,81,39.6,21.8,8.8,2.1,1.0,1.2,.500,.174,.791,11.1,.166,2011,https://www.basketball-reference.com//players/a/aldrila01.html,https://www.basketball-reference.com/req/202106291/images/players/aldrila01.jpg
476,3,Dorell Wright,25,GSW,16.0,124.0,580,0.214,82,38.4,16.4,5.3,3.0,1.5,0.8,.423,.376,.789,5.8,.088,2011,https://www.basketball-reference.com//players/w/wrighdo01.html,https://www.basketball-reference.com/req/202106291/images/players/wrighdo01.jpg
477,4,Derrick Rose,22,CHI,11.0,69.0,580,0.119,81,37.4,25.0,4.1,7.7,1.0,0.6,.445,.332,.858,13.1,.208,2011,https://www.basketball-reference.com//players/r/rosede01.html,https://www.basketball-reference.com/req/202106291/images/players/rosede01.jpg
478,5,Kris Humphries,25,NJN,1.0,63.0,580,0.109,74,27.9,10.0,10.4,1.1,0.4,1.1,.527,.000,.665,5.4,.125,2011,https://www.basketball-reference.com//players/h/humphkr01.html,https://www.basketball-reference.com/req/202106291/images/players/humphkr01.jpg
479,6,Kyle Lowry,24,HOU,3.0,48.0,580,0.083,75,34.2,13.5,4.1,6.7,1.4,0.3,.426,.376,.765,7.0,.130,2011,https://www.basketball-reference.com//players/l/lowryky01.html,https://www.basketball-reference.com/req/202106291/images/players/lowryky01.jpg
480,7,Russell Westbrook,22,OKC,3.0,46.0,580,0.079,82,34.7,21.9,4.6,8.2,1.9,0.4,.442,.330,.842,9.4,.159,2011,https://www.basketball-reference.com//players/w/westbru01.html,https://www.basketball-reference.com/req/202106291/images/players/westbru01.jpg
481,8,Wesley Matthews,24,POR,2.0,32.0,580,0.055,82,33.6,15.9,3.1,2.0,1.2,0.1,.449,.407,.844,7.2,.126,2011,https://www.basketball-reference.com//players/m/matthwe02.html,https://www.basketball-reference.com/req/202106291/images/players/matthwe02.jpg
482,9,Jrue Holiday,20,PHI,1.0,15.0,580,0.026,82,35.4,14.0,4.0,6.5,1.5,0.4,.446,.365,.823,5.7,.094,2011,https://www.basketball-reference.com//players/h/holidjr01.html,https://www.basketball-reference.com/req/202106291/images/players/holidjr01.jpg
483,10,Mike Conley,23,MEM,0.0,14.0,580,0.024,81,35.5,13.7,3.0,6.5,1.8,0.2,.444,.369,.733,6.6,.111,2011,https://www.basketball-reference.com//players/c/conlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/conlemi01.jpg
484,11,Arron Afflalo,25,DEN,0.0,13.0,580,0.022,69,33.7,12.6,3.6,2.4,0.5,0.4,.498,.423,.847,6.2,.128,2011,https://www.basketball-reference.com//players/a/afflaar01.html,https://www.basketball-reference.com/req/202106291/images/players/afflaar01.jpg
485,12,Roy Hibbert,24,IND,1.0,9.0,580,0.016,81,27.7,12.7,7.5,2.0,0.4,1.8,.461,.000,.745,3.6,.077,2011,https://www.basketball-reference.com//players/h/hibbero01.html,https://www.basketball-reference.com/req/202106291/images/players/hibbero01.jpg
486,13,DeMar DeRozan,21,TOR,1.0,6.0,580,0.010,82,34.8,17.2,3.8,1.8,1.0,0.4,.467,.096,.813,3.2,.055,2011,https://www.basketball-reference.com//players/d/derozde01.html,https://www.basketball-reference.com/req/202106291/images/players/derozde01.jpg
487,14T,Eric Gordon,22,LAC,0.0,5.0,580,0.009,56,37.7,22.3,2.9,4.4,1.3,0.3,.450,.364,.825,5.3,.120,2011,https://www.basketball-reference.com//players/g/gordoer01.html,https://www.basketball-reference.com/req/202106291/images/players/gordoer01.jpg
488,14T,Tyler Hansbrough,25,IND,0.0,5.0,580,0.009,70,21.9,11.0,5.2,0.6,0.5,0.2,.465,.000,.779,3.8,.118,2011,https://www.basketball-reference.com//players/h/hansbty01.html,https://www.basketball-reference.com/req/202106291/images/players/hansbty01.jpg
489,14T,Nick Young,25,WAS,0.0,5.0,580,0.009,64,31.8,17.4,2.7,1.2,0.7,0.3,.441,.387,.816,2.8,.065,2011,https://www.basketball-reference.com//players/y/youngni01.html,https://www.basketball-reference.com/req/202106291/images/players/youngni01.jpg
490,17T,Darrell Arthur,22,MEM,0.0,4.0,580,0.007,80,20.1,9.1,4.3,0.7,0.7,0.8,.497,.000,.813,3.8,.113,2011,https://www.basketball-reference.com//players/a/arthuda01.html,https://www.basketball-reference.com/req/202106291/images/players/arthuda01.jpg
