,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
498,5T,Hassan Whiteside,27,MIA,0.0,3.0,500,0.006,77,32.6,17.0,14.1,0.7,0.7,2.1,.557,NO DATA,.628,9.5,.181,2017,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
499,8T,LaMarcus Aldridge,31,SAS,0.0,1.0,500,0.002,72,32.4,17.3,7.3,1.9,0.6,1.2,.477,.411,.812,7.2,.149,2017,https://www.basketball-reference.com//players/a/aldrila01.html,https://www.basketball-reference.com/req/202106291/images/players/aldrila01.jpg
500,8T,Patrick Beverley,28,HOU,0.0,1.0,500,0.002,67,30.7,9.5,5.9,4.2,1.5,0.4,.420,.382,.768,5.3,.123,2017,https://www.basketball-reference.com//players/b/beverpa01.html,https://www.basketball-reference.com/req/202106291/images/players/beverpa01.jpg
501,1,Rudy Gobert,25,UTA,89.0,466.0,505,0.923,56,32.4,13.5,10.7,1.4,0.8,2.3,.622,NO DATA,.682,8.1,.214,2018,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
502,2,Joel Embiid,23,PHI,2.0,163.0,505,0.323,63,30.3,22.9,11.0,3.2,0.6,1.8,.483,.308,.769,6.2,.155,2018,https://www.basketball-reference.com//players/e/embiijo01.html,https://www.basketball-reference.com/req/202106291/images/players/embiijo01.jpg
503,3,Anthony Davis,24,NOP,5.0,139.0,505,0.275,75,36.4,28.1,11.1,2.3,1.5,2.6,.534,.340,.828,13.7,.241,2018,https://www.basketball-reference.com//players/d/davisan02.html,https://www.basketball-reference.com/req/202106291/images/players/davisan02.jpg
504,4,Paul George,27,OKC,2.0,38.0,505,0.075,79,36.6,21.9,5.7,3.3,2.0,0.5,.430,.401,.822,8.9,.147,2018,https://www.basketball-reference.com//players/g/georgpa01.html,https://www.basketball-reference.com/req/202106291/images/players/georgpa01.jpg
505,5,Al Horford,31,BOS,1.0,37.0,505,0.073,72,31.6,12.9,7.4,4.7,0.6,1.1,.489,.429,.783,7.8,.165,2018,https://www.basketball-reference.com//players/h/horfoal01.html,https://www.basketball-reference.com/req/202106291/images/players/horfoal01.jpg
506,6,Draymond Green,27,GSW,1.0,20.0,505,0.040,70,32.7,11.0,7.6,7.3,1.4,1.3,.454,.301,.775,6.1,.127,2018,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
507,7,Jrue Holiday,27,NOP,1.0,11.0,505,0.022,81,36.1,19.0,4.5,6.0,1.5,0.8,.494,.337,.786,7.1,.116,2018,https://www.basketball-reference.com//players/h/holidjr01.html,https://www.basketball-reference.com/req/202106291/images/players/holidjr01.jpg
508,8,Robert Covington,27,PHI,0.0,8.0,505,0.016,80,31.7,12.6,5.4,2.0,1.7,0.9,.413,.369,.853,6.1,.116,2018,https://www.basketball-reference.com//players/c/covinro01.html,https://www.basketball-reference.com/req/202106291/images/players/covinro01.jpg
509,9,Kevin Durant,29,GSW,0.0,7.0,505,0.014,68,34.2,26.4,6.8,5.4,0.7,1.8,.516,.419,.889,10.4,.215,2018,https://www.basketball-reference.com//players/d/duranke01.html,https://www.basketball-reference.com/req/202106291/images/players/duranke01.jpg
510,10,Jaylen Brown,21,BOS,0.0,5.0,505,0.010,70,30.7,14.5,4.9,1.6,1.0,0.4,.465,.395,.644,4.5,.100,2018,https://www.basketball-reference.com//players/b/brownja02.html,https://www.basketball-reference.com/req/202106291/images/players/brownja02.jpg
511,11,Klay Thompson,27,GSW,0.0,4.0,505,0.008,73,34.3,20.0,3.8,2.5,0.8,0.5,.488,.440,.837,4.9,.094,2018,https://www.basketball-reference.com//players/t/thompkl01.html,https://www.basketball-reference.com/req/202106291/images/players/thompkl01.jpg
512,12T,Steven Adams,24,OKC,0.0,3.0,505,0.006,76,32.7,13.9,9.0,1.2,1.2,1.0,.629,.000,.559,9.7,.187,2018,https://www.basketball-reference.com//players/a/adamsst01.html,https://www.basketball-reference.com/req/202106291/images/players/adamsst01.jpg
513,12T,Jimmy Butler,28,MIN,0.0,3.0,505,0.006,59,36.7,22.2,5.3,4.9,2.0,0.4,.474,.350,.854,8.9,.198,2018,https://www.basketball-reference.com//players/b/butleji01.html,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg
514,14,Clint Capela,23,HOU,0.0,2.0,505,0.004,74,27.5,13.9,10.8,0.9,0.8,1.9,.652,.000,.560,10.2,.242,2018,https://www.basketball-reference.com//players/c/capelca01.html,https://www.basketball-reference.com/req/202106291/images/players/capelca01.jpg
515,15T,Andre Drummond,24,DET,0.0,1.0,505,0.002,78,33.7,15.0,16.0,3.0,1.5,1.6,.529,.000,.605,10.3,.189,2018,https://www.basketball-reference.com//players/d/drumman01.html,https://www.basketball-reference.com/req/202106291/images/players/drumman01.jpg
516,15T,Jusuf Nurkić,23,POR,0.0,1.0,505,0.002,79,26.4,14.3,9.0,1.8,0.8,1.4,.505,.000,.630,4.7,.108,2018,https://www.basketball-reference.com//players/n/nurkiju01.html,https://www.basketball-reference.com/req/202106291/images/players/nurkiju01.jpg
517,15T,Victor Oladipo,25,IND,0.0,1.0,505,0.002,75,34.0,23.1,5.2,4.3,2.4,0.8,.477,.371,.799,8.2,.155,2018,https://www.basketball-reference.com//players/o/oladivi01.html,https://www.basketball-reference.com/req/202106291/images/players/oladivi01.jpg
518,1,Rudy Gobert,26,UTA,65.0,411.0,500,0.822,81,31.8,15.9,12.9,2.0,0.8,2.3,.669,NO DATA,.636,14.4,.268,2019,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
519,2,Giannis Antetokounmpo,24,MIL,26.0,280.0,500,0.560,72,32.8,27.7,12.5,5.9,1.3,1.5,.578,.256,.729,14.4,.292,2019,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
520,3,Paul George,28,OKC,6.0,150.0,500,0.300,77,36.9,28.0,8.2,4.1,2.2,0.4,.438,.386,.839,11.9,.201,2019,https://www.basketball-reference.com//players/g/georgpa01.html,https://www.basketball-reference.com/req/202106291/images/players/georgpa01.jpg
521,4,Joel Embiid,24,PHI,1.0,26.0,500,0.052,64,33.7,27.5,13.6,3.7,0.7,1.9,.484,.300,.804,8.7,.194,2019,https://www.basketball-reference.com//players/e/embiijo01.html,https://www.basketball-reference.com/req/202106291/images/players/embiijo01.jpg
522,5,Myles Turner,22,IND,0.0,15.0,500,0.030,74,28.6,13.3,7.2,1.6,0.8,2.7,.487,.388,.736,6.3,.144,2019,https://www.basketball-reference.com//players/t/turnemy01.html,https://www.basketball-reference.com/req/202106291/images/players/turnemy01.jpg
523,6T,Draymond Green,28,GSW,1.0,6.0,500,0.012,66,31.3,7.4,7.3,6.9,1.4,1.1,.445,.285,.692,4.3,.100,2019,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
524,6T,Kawhi Leonard,27,TOR,1.0,6.0,500,0.012,60,34.0,26.6,7.3,3.3,1.8,0.4,.496,.371,.854,9.5,.224,2019,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
525,8,Marcus Smart,24,BOS,0.0,4.0,500,0.008,80,27.5,8.9,2.9,4.0,1.8,0.4,.422,.364,.806,5.3,.116,2019,https://www.basketball-reference.com//players/s/smartma01.html,https://www.basketball-reference.com/req/202106291/images/players/smartma01.jpg
526,9T,Jarrett Allen,20,BRK,0.0,1.0,500,0.002,80,26.2,10.9,8.4,1.4,0.5,1.5,.590,.133,.709,7.6,.175,2019,https://www.basketball-reference.com//players/a/allenja01.html,https://www.basketball-reference.com/req/202106291/images/players/allenja01.jpg
527,9T,Patrick Beverley,30,LAC,0.0,1.0,500,0.002,78,27.4,7.6,5.0,3.8,0.9,0.6,.407,.397,.780,4.8,.108,2019,https://www.basketball-reference.com//players/b/beverpa01.html,https://www.basketball-reference.com/req/202106291/images/players/beverpa01.jpg
528,1,Giannis Antetokounmpo,25,MIL,75.0,432.0,500,0.864,63,30.4,29.5,13.6,5.6,1.0,1.0,.553,.304,.633,11.1,.279,2020,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
529,2,Anthony Davis,26,LAL,14.0,200.0,500,0.400,62,34.4,26.1,9.3,3.2,1.5,2.3,.503,.330,.846,11.1,.250,2020,https://www.basketball-reference.com//players/d/davisan02.html,https://www.basketball-reference.com/req/202106291/images/players/davisan02.jpg
530,3,Rudy Gobert,27,UTA,6.0,187.0,500,0.374,68,34.3,15.1,13.5,1.5,0.8,2.0,.693,NO DATA,.630,10.7,.221,2020,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
531,4,Ben Simmons,23,PHI,1.0,32.0,500,0.064,57,35.4,16.4,7.8,8.0,2.1,0.6,.580,.286,.621,6.9,.165,2020,https://www.basketball-reference.com//players/s/simmobe01.html,https://www.basketball-reference.com/req/202106291/images/players/simmobe01.jpg
532,5,Bam Adebayo,22,MIA,2.0,17.0,500,0.034,72,33.6,15.9,10.2,5.1,1.1,1.3,.557,.143,.691,8.5,.168,2020,https://www.basketball-reference.com//players/a/adebaba01.html,https://www.basketball-reference.com/req/202106291/images/players/adebaba01.jpg
533,6T,Patrick Beverley,31,LAC,1.0,7.0,500,0.014,51,26.3,7.9,5.2,3.6,1.1,0.5,.431,.388,.660,3.6,.128,2020,https://www.basketball-reference.com//players/b/beverpa01.html,https://www.basketball-reference.com/req/202106291/images/players/beverpa01.jpg
534,6T,Marcus Smart,25,BOS,0.0,7.0,500,0.014,60,32.0,12.9,3.8,4.9,1.7,0.5,.375,.347,.836,4.5,.112,2020,https://www.basketball-reference.com//players/s/smartma01.html,https://www.basketball-reference.com/req/202106291/images/players/smartma01.jpg
535,8T,Andre Drummond,26,TOT,1.0,5.0,500,0.010,57,33.0,17.7,15.2,2.7,1.9,1.6,.533,.143,.575,4.2,.108,2020,https://www.basketball-reference.com//players/d/drumman01.html,https://www.basketball-reference.com/req/202106291/images/players/drumman01.jpg
536,8T,Kawhi Leonard,28,LAC,0.0,5.0,500,0.010,57,32.4,27.1,7.1,4.9,1.8,0.6,.470,.378,.886,8.7,.226,2020,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
537,10,Brook Lopez,31,MIL,0.0,4.0,500,0.008,68,26.7,12.0,4.6,1.5,0.7,2.4,.435,.314,.836,5.5,.145,2020,https://www.basketball-reference.com//players/l/lopezbr01.html,https://www.basketball-reference.com/req/202106291/images/players/lopezbr01.jpg
538,11,Hassan Whiteside,30,POR,0.0,3.0,500,0.006,67,30.0,15.5,13.5,1.2,0.4,2.9,.621,.571,.686,8.5,.204,2020,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
539,12,Jarrett Allen,21,BRK,0.0,1.0,500,0.002,70,26.5,11.1,9.6,1.6,0.6,1.3,.649,.000,.633,8.2,.212,2020,https://www.basketball-reference.com//players/a/allenja01.html,https://www.basketball-reference.com/req/202106291/images/players/allenja01.jpg
540,1,Rudy Gobert,28,UTA,84.0,464.0,500,0.928,71,30.8,14.3,13.5,1.3,0.6,2.7,.675,.000,.623,11.3,.248,2021,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
541,2,Ben Simmons,24,PHI,15.0,287.0,500,0.574,58,32.4,14.3,7.2,6.9,1.6,0.6,.557,.300,.613,6.0,.153,2021,https://www.basketball-reference.com//players/s/simmobe01.html,https://www.basketball-reference.com/req/202106291/images/players/simmobe01.jpg
542,3,Draymond Green,30,GSW,0.0,76.0,500,0.152,63,31.5,7.0,7.1,8.9,1.7,0.8,.447,.270,.795,4.6,.112,2021,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
543,4,Bam Adebayo,23,MIA,1.0,31.0,500,0.062,64,33.5,18.7,9.0,5.4,1.2,1.0,.570,.250,.799,8.8,.197,2021,https://www.basketball-reference.com//players/a/adebaba01.html,https://www.basketball-reference.com/req/202106291/images/players/adebaba01.jpg
544,5,Giannis Antetokounmpo,26,MIL,0.0,12.0,500,0.024,61,33.0,28.1,11.0,5.9,1.2,1.2,.569,.303,.685,10.2,.244,2021,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
545,6,Clint Capela,26,ATL,0.0,10.0,500,0.020,63,30.1,15.2,14.3,0.8,0.7,2.0,.594,NO DATA,.573,8.2,.207,2021,https://www.basketball-reference.com//players/c/capelca01.html,https://www.basketball-reference.com/req/202106291/images/players/capelca01.jpg
546,7,Joel Embiid,26,PHI,0.0,7.0,500,0.014,51,31.1,28.5,10.6,2.8,1.0,1.4,.513,.377,.859,8.8,.266,2021,https://www.basketball-reference.com//players/e/embiijo01.html,https://www.basketball-reference.com/req/202106291/images/players/embiijo01.jpg
547,8,Jrue Holiday,30,MIL,0.0,6.0,500,0.012,59,32.3,17.7,4.5,6.1,1.6,0.6,.503,.392,.787,6.6,.165,2021,https://www.basketball-reference.com//players/h/holidjr01.html,https://www.basketball-reference.com/req/202106291/images/players/holidjr01.jpg
548,9,Myles Turner,24,IND,0.0,3.0,500,0.006,47,31.0,12.6,6.5,1.0,0.9,3.4,.477,.335,.782,3.3,.110,2021,https://www.basketball-reference.com//players/t/turnemy01.html,https://www.basketball-reference.com/req/202106291/images/players/turnemy01.jpg
549,10,Jimmy Butler,31,MIA,0.0,2.0,500,0.004,52,33.6,21.5,6.9,7.1,2.1,0.3,.497,.245,.863,9.3,.255,2021,https://www.basketball-reference.com//players/b/butleji01.html,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg
550,11T,Kentavious Caldwell-Pope,27,LAL,0.0,1.0,500,0.002,67,28.4,9.7,2.7,1.9,0.9,0.4,.431,.410,.866,4.2,.107,2021,https://www.basketball-reference.com//players/c/caldwke01.html,https://www.basketball-reference.com/req/202106291/images/players/caldwke01.jpg
551,11T,Matisse Thybulle,23,PHI,0.0,1.0,500,0.002,65,20.0,3.9,1.9,1.0,1.6,1.1,.420,.301,.444,2.8,.102,2021,https://www.basketball-reference.com//players/t/thybuma01.html,https://www.basketball-reference.com/req/202106291/images/players/thybuma01.jpg
