,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
396,23T,Gerald Wallace,28,TOT,0.0,2.0,600,0.003,71,37.9,15.7,8.0,2.4,1.5,0.9,.454,.333,.746,6.2,.111,2011,https://www.basketball-reference.com//players/w/wallage01.html,https://www.basketball-reference.com/req/202106291/images/players/wallage01.jpg
397,25,Josh Smith,25,ATL,0.0,1.0,600,0.002,77,34.4,16.5,8.5,3.3,1.3,1.6,.477,.331,.725,6.4,.116,2011,https://www.basketball-reference.com//players/s/smithjo03.html,https://www.basketball-reference.com/req/202106291/images/players/smithjo03.jpg
398,1,Tyson Chandler,29,NYK,45.0,311.0,605,0.514,62,33.2,11.3,9.9,0.9,0.9,1.4,.679,.000,.689,9.5,.220,2012,https://www.basketball-reference.com//players/c/chandty01.html,https://www.basketball-reference.com/req/202106291/images/players/chandty01.jpg
399,2,Serge Ibaka,22,OKC,41.0,294.0,605,0.486,66,27.2,9.1,7.5,0.4,0.5,3.7,.535,.333,.661,6.2,.167,2012,https://www.basketball-reference.com//players/i/ibakase01.html,https://www.basketball-reference.com/req/202106291/images/players/ibakase01.jpg
400,3,Dwight Howard,26,ORL,18.0,186.0,605,0.307,54,38.3,20.6,14.5,1.9,1.5,2.1,.573,.000,.491,7.7,.179,2012,https://www.basketball-reference.com//players/h/howardw01.html,https://www.basketball-reference.com/req/202106291/images/players/howardw01.jpg
401,4,LeBron James,27,MIA,7.0,112.0,605,0.185,62,37.5,27.1,7.9,6.2,1.9,0.8,.531,.362,.771,14.5,.298,2012,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
402,5,Kevin Garnett,35,BOS,2.0,44.0,605,0.073,60,31.1,15.8,8.2,2.9,0.9,1.0,.503,.333,.857,6.9,.178,2012,https://www.basketball-reference.com//players/g/garneke01.html,https://www.basketball-reference.com/req/202106291/images/players/garneke01.jpg
403,6,Tony Allen,30,MEM,4.0,36.0,605,0.060,58,26.3,9.8,4.0,1.4,1.8,0.6,.469,.308,.800,4.2,.131,2012,https://www.basketball-reference.com//players/a/allento01.html,https://www.basketball-reference.com/req/202106291/images/players/allento01.jpg
404,7,Andre Iguodala,28,PHI,1.0,33.0,605,0.055,62,35.6,12.4,6.1,5.5,1.7,0.5,.454,.394,.617,7.3,.158,2012,https://www.basketball-reference.com//players/i/iguodan01.html,https://www.basketball-reference.com/req/202106291/images/players/iguodan01.jpg
405,8,Shawn Marion,33,DAL,2.0,17.0,605,0.028,63,30.5,10.6,7.4,2.1,1.1,0.6,.446,.294,.796,3.7,.092,2012,https://www.basketball-reference.com//players/m/mariosh01.html,https://www.basketball-reference.com/req/202106291/images/players/mariosh01.jpg
406,9,Luol Deng,26,CHI,1.0,16.0,605,0.026,54,39.4,15.3,6.5,2.9,1.0,0.7,.412,.367,.770,5.8,.132,2012,https://www.basketball-reference.com//players/d/denglu01.html,https://www.basketball-reference.com/req/202106291/images/players/denglu01.jpg
407,10,Josh Smith,26,ATL,0.0,9.0,605,0.015,66,35.3,18.8,9.6,3.9,1.4,1.7,.458,.257,.630,6.8,.139,2012,https://www.basketball-reference.com//players/s/smithjo03.html,https://www.basketball-reference.com/req/202106291/images/players/smithjo03.jpg
408,11,Joakim Noah,26,CHI,0.0,6.0,605,0.010,64,30.4,10.2,9.8,2.5,0.6,1.4,.508,.000,.748,9.0,.223,2012,https://www.basketball-reference.com//players/n/noahjo01.html,https://www.basketball-reference.com/req/202106291/images/players/noahjo01.jpg
409,12T,Marc Gasol,27,MEM,0.0,5.0,605,0.008,65,36.5,14.6,8.9,3.1,1.0,1.9,.482,.083,.748,8.2,.166,2012,https://www.basketball-reference.com//players/g/gasolma01.html,https://www.basketball-reference.com/req/202106291/images/players/gasolma01.jpg
410,12T,Chris Paul,26,LAC,0.0,5.0,605,0.008,60,36.4,19.8,3.6,9.1,2.5,0.1,.478,.371,.861,12.7,.278,2012,https://www.basketball-reference.com//players/p/paulch01.html,https://www.basketball-reference.com/req/202106291/images/players/paulch01.jpg
411,14T,Avery Bradley,21,BOS,0.0,2.0,605,0.003,64,21.4,7.6,1.8,1.4,0.7,0.2,.498,.407,.795,2.4,.085,2012,https://www.basketball-reference.com//players/b/bradlav01.html,https://www.basketball-reference.com/req/202106291/images/players/bradlav01.jpg
412,14T,Mike Conley,24,MEM,0.0,2.0,605,0.003,62,35.1,12.7,2.5,6.5,2.2,0.2,.433,.377,.861,6.4,.141,2012,https://www.basketball-reference.com//players/c/conlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/conlemi01.jpg
413,14T,Grant Hill,39,PHO,0.0,2.0,605,0.003,49,28.1,10.2,3.5,2.2,0.8,0.6,.446,.264,.761,1.6,.055,2012,https://www.basketball-reference.com//players/h/hillgr01.html,https://www.basketball-reference.com/req/202106291/images/players/hillgr01.jpg
414,14T,Iman Shumpert,21,NYK,0.0,2.0,605,0.003,59,28.9,9.5,3.2,2.8,1.7,0.1,.401,.306,.798,2.4,.068,2012,https://www.basketball-reference.com//players/s/shumpim01.html,https://www.basketball-reference.com/req/202106291/images/players/shumpim01.jpg
415,18T,Greg Monroe,21,DET,0.0,1.0,605,0.002,66,31.5,15.4,9.7,2.3,1.3,0.7,.521,.000,.739,7.0,.161,2012,https://www.basketball-reference.com//players/m/monrogr01.html,https://www.basketball-reference.com/req/202106291/images/players/monrogr01.jpg
416,18T,Dwyane Wade,30,MIA,0.0,1.0,605,0.002,49,33.2,22.1,4.8,4.6,1.7,1.3,.497,.268,.791,7.7,.227,2012,https://www.basketball-reference.com//players/w/wadedw01.html,https://www.basketball-reference.com/req/202106291/images/players/wadedw01.jpg
417,18T,Russell Westbrook,23,OKC,0.0,1.0,605,0.002,66,35.3,23.6,4.6,5.5,1.7,0.3,.457,.316,.823,7.9,.163,2012,https://www.basketball-reference.com//players/w/westbru01.html,https://www.basketball-reference.com/req/202106291/images/players/westbru01.jpg
418,1,Marc Gasol,28,MEM,30.0,212.0,605,0.350,80,35.0,14.1,7.8,4.0,1.0,1.7,.494,.071,.848,11.5,.197,2013,https://www.basketball-reference.com//players/g/gasolma01.html,https://www.basketball-reference.com/req/202106291/images/players/gasolma01.jpg
419,2,LeBron James,28,MIA,18.0,149.0,605,0.246,76,37.9,26.8,8.0,7.3,1.7,0.9,.565,.406,.753,19.3,.322,2013,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
420,3,Serge Ibaka,23,OKC,14.0,122.0,605,0.202,80,31.1,13.2,7.7,0.5,0.4,3.0,.573,.351,.749,9.4,.181,2013,https://www.basketball-reference.com//players/i/ibakase01.html,https://www.basketball-reference.com/req/202106291/images/players/ibakase01.jpg
421,4,Joakim Noah,27,CHI,13.0,107.0,605,0.177,66,36.8,11.9,11.1,4.0,1.2,2.1,.481,.000,.751,7.3,.145,2013,https://www.basketball-reference.com//players/n/noahjo01.html,https://www.basketball-reference.com/req/202106291/images/players/noahjo01.jpg
422,5,Tony Allen,31,MEM,9.0,102.0,605,0.169,79,26.7,8.9,4.6,1.2,1.5,0.6,.445,.125,.717,5.1,.115,2013,https://www.basketball-reference.com//players/a/allento01.html,https://www.basketball-reference.com/req/202106291/images/players/allento01.jpg
423,6,Tim Duncan,36,SAS,11.0,94.0,605,0.155,69,30.1,17.8,9.9,2.7,0.7,2.7,.502,.286,.817,8.3,.191,2013,https://www.basketball-reference.com//players/d/duncati01.html,https://www.basketball-reference.com/req/202106291/images/players/duncati01.jpg
424,7,Larry Sanders,24,MIL,4.0,90.0,605,0.149,71,27.3,9.8,9.5,1.2,0.7,2.8,.506,.000,.618,6.0,.149,2013,https://www.basketball-reference.com//players/s/sandela01.html,https://www.basketball-reference.com/req/202106291/images/players/sandela01.jpg
425,8,Paul George,22,IND,8.0,57.0,605,0.094,79,37.6,17.4,7.6,4.1,1.8,0.6,.419,.362,.807,9.0,.145,2013,https://www.basketball-reference.com//players/g/georgpa01.html,https://www.basketball-reference.com/req/202106291/images/players/georgpa01.jpg
426,9,Andre Iguodala,29,DEN,5.0,43.0,605,0.071,80,34.7,13.0,5.3,5.4,1.7,0.7,.451,.317,.574,5.6,.097,2013,https://www.basketball-reference.com//players/i/iguodan01.html,https://www.basketball-reference.com/req/202106291/images/players/iguodan01.jpg
427,10,Roy Hibbert,26,IND,3.0,36.0,605,0.060,79,28.7,11.9,8.3,1.4,0.5,2.6,.448,.250,.741,6.1,.129,2013,https://www.basketball-reference.com//players/h/hibbero01.html,https://www.basketball-reference.com/req/202106291/images/players/hibbero01.jpg
428,11,Chris Paul,27,LAC,2.0,19.0,605,0.031,70,33.4,16.9,3.7,9.7,2.4,0.1,.481,.328,.885,13.9,.287,2013,https://www.basketball-reference.com//players/p/paulch01.html,https://www.basketball-reference.com/req/202106291/images/players/paulch01.jpg
429,12,Avery Bradley,22,BOS,2.0,15.0,605,0.025,50,28.7,9.2,2.2,2.1,1.3,0.4,.402,.317,.755,0.4,.012,2013,https://www.basketball-reference.com//players/b/bradlav01.html,https://www.basketball-reference.com/req/202106291/images/players/bradlav01.jpg
430,13,Tyson Chandler,30,NYK,0.0,11.0,605,0.018,66,32.8,10.4,10.7,0.9,0.6,1.1,.638,NO DATA,.694,9.3,.207,2013,https://www.basketball-reference.com//players/c/chandty01.html,https://www.basketball-reference.com/req/202106291/images/players/chandty01.jpg
431,14,Dwight Howard,27,LAL,1.0,9.0,605,0.015,76,35.8,17.1,12.4,1.4,1.1,2.4,.578,.167,.492,7.6,.134,2013,https://www.basketball-reference.com//players/h/howardw01.html,https://www.basketball-reference.com/req/202106291/images/players/howardw01.jpg
432,15,Luol Deng,27,CHI,1.0,6.0,605,0.010,75,38.7,16.5,6.3,3.0,1.1,0.4,.426,.322,.816,6.3,.105,2013,https://www.basketball-reference.com//players/d/denglu01.html,https://www.basketball-reference.com/req/202106291/images/players/denglu01.jpg
433,16,Dwyane Wade,31,MIA,0.0,4.0,605,0.007,69,34.7,21.2,5.0,5.1,1.9,0.8,.521,.258,.725,9.6,.192,2013,https://www.basketball-reference.com//players/w/wadedw01.html,https://www.basketball-reference.com/req/202106291/images/players/wadedw01.jpg
434,17T,Trevor Ariza,27,WAS,0.0,3.0,605,0.005,56,26.3,9.5,4.8,2.0,1.3,0.4,.417,.364,.821,3.1,.102,2013,https://www.basketball-reference.com//players/a/arizatr01.html,https://www.basketball-reference.com/req/202106291/images/players/arizatr01.jpg
435,17T,Jimmy Butler,23,CHI,0.0,3.0,605,0.005,82,26.0,8.6,4.0,1.4,1.0,0.4,.467,.381,.803,7.0,.158,2013,https://www.basketball-reference.com//players/b/butleji01.html,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg
436,17T,Kenneth Faried,23,DEN,0.0,3.0,605,0.005,80,28.1,11.5,9.2,1.0,1.0,1.0,.552,NO DATA,.613,7.8,.167,2013,https://www.basketball-reference.com//players/f/farieke01.html,https://www.basketball-reference.com/req/202106291/images/players/farieke01.jpg
437,17T,Russell Westbrook,24,OKC,0.0,3.0,605,0.005,82,34.9,23.2,5.2,7.4,1.8,0.3,.438,.323,.800,11.6,.195,2013,https://www.basketball-reference.com//players/w/westbru01.html,https://www.basketball-reference.com/req/202106291/images/players/westbru01.jpg
438,21,Mike Conley,25,MEM,0.0,1.0,605,0.002,80,34.5,14.6,2.8,6.1,2.2,0.3,.440,.362,.830,9.9,.172,2013,https://www.basketball-reference.com//players/c/conlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/conlemi01.jpg
439,1,Joakim Noah,28,CHI,100.0,555.0,625,0.888,80,35.3,12.6,11.3,5.4,1.2,1.5,.475,.000,.737,11.2,.190,2014,https://www.basketball-reference.com//players/n/noahjo01.html,https://www.basketball-reference.com/req/202106291/images/players/noahjo01.jpg
440,2,Roy Hibbert,27,IND,8.0,166.0,625,0.266,81,29.7,10.8,6.6,1.1,0.4,2.2,.439,.400,.770,5.4,.108,2014,https://www.basketball-reference.com//players/h/hibbero01.html,https://www.basketball-reference.com/req/202106291/images/players/hibbero01.jpg
441,3,DeAndre Jordan,25,LAC,8.0,121.0,625,0.194,82,35.0,10.4,13.6,0.9,1.0,2.5,.676,NO DATA,.428,11.1,.186,2014,https://www.basketball-reference.com//players/j/jordade01.html,https://www.basketball-reference.com/req/202106291/images/players/jordade01.jpg
442,4,Serge Ibaka,24,OKC,2.0,79.0,625,0.126,81,32.9,15.1,8.8,1.0,0.5,2.7,.536,.383,.784,9.6,.173,2014,https://www.basketball-reference.com//players/i/ibakase01.html,https://www.basketball-reference.com/req/202106291/images/players/ibakase01.jpg
443,5,Andre Iguodala,30,GSW,1.0,47.0,625,0.075,63,32.4,9.3,4.7,4.2,1.5,0.3,.480,.354,.652,5.8,.135,2014,https://www.basketball-reference.com//players/i/iguodan01.html,https://www.basketball-reference.com/req/202106291/images/players/iguodan01.jpg
444,6,LeBron James,29,MIA,2.0,31.0,625,0.050,77,37.7,27.1,6.9,6.3,1.6,0.3,.567,.379,.750,15.9,.264,2014,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
445,7,Paul George,23,IND,0.0,30.0,625,0.048,80,36.2,21.7,6.8,3.5,1.9,0.3,.424,.364,.864,10.8,.178,2014,https://www.basketball-reference.com//players/g/georgpa01.html,https://www.basketball-reference.com/req/202106291/images/players/georgpa01.jpg
446,8T,Anthony Davis,20,NOP,1.0,25.0,625,0.040,67,35.2,20.8,10.0,1.6,1.3,2.8,.519,.222,.791,10.4,.212,2014,https://www.basketball-reference.com//players/d/davisan02.html,https://www.basketball-reference.com/req/202106291/images/players/davisan02.jpg
447,8T,Dwight Howard,28,HOU,1.0,25.0,625,0.040,71,33.7,18.3,12.2,1.8,0.8,1.8,.591,.286,.547,8.0,.161,2014,https://www.basketball-reference.com//players/h/howardw01.html,https://www.basketball-reference.com/req/202106291/images/players/howardw01.jpg
448,10,Andrew Bogut,29,GSW,1.0,11.0,625,0.018,67,26.4,7.3,10.0,1.7,0.7,1.8,.627,NO DATA,.344,6.5,.176,2014,https://www.basketball-reference.com//players/b/bogutan01.html,https://www.basketball-reference.com/req/202106291/images/players/bogutan01.jpg
449,11,Kawhi Leonard,22,SAS,0.0,9.0,625,0.014,66,29.1,12.8,6.2,2.0,1.7,0.8,.522,.379,.802,7.7,.193,2014,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
450,12,P.J. Tucker,28,PHO,1.0,6.0,625,0.010,81,30.7,9.4,6.5,1.7,1.4,0.3,.431,.387,.776,6.1,.117,2014,https://www.basketball-reference.com//players/t/tuckepj01.html,https://www.basketball-reference.com/req/202106291/images/players/tuckepj01.jpg
451,13T,Tim Duncan,37,SAS,0.0,5.0,625,0.008,74,29.2,15.1,9.7,3.0,0.6,1.9,.490,.000,.731,7.4,.164,2014,https://www.basketball-reference.com//players/d/duncati01.html,https://www.basketball-reference.com/req/202106291/images/players/duncati01.jpg
452,13T,Chris Paul,28,LAC,0.0,5.0,625,0.008,62,35.0,19.1,4.3,10.7,2.5,0.1,.467,.368,.855,12.2,.270,2014,https://www.basketball-reference.com//players/p/paulch01.html,https://www.basketball-reference.com/req/202106291/images/players/paulch01.jpg
453,15T,Trevor Ariza,28,WAS,0.0,4.0,625,0.006,77,35.4,14.4,6.2,2.5,1.6,0.3,.456,.407,.772,8.0,.141,2014,https://www.basketball-reference.com//players/a/arizatr01.html,https://www.basketball-reference.com/req/202106291/images/players/arizatr01.jpg
454,15T,Marc Gasol,29,MEM,0.0,4.0,625,0.006,59,33.4,14.6,7.2,3.6,1.0,1.3,.473,.182,.768,5.6,.137,2014,https://www.basketball-reference.com//players/g/gasolma01.html,https://www.basketball-reference.com/req/202106291/images/players/gasolma01.jpg
455,17,Patrick Beverley,25,HOU,0.0,2.0,625,0.003,56,31.3,10.2,3.5,2.7,1.4,0.4,.414,.361,.814,4.2,.116,2014,https://www.basketball-reference.com//players/b/beverpa01.html,https://www.basketball-reference.com/req/202106291/images/players/beverpa01.jpg
456,1,Kawhi Leonard,23,SAS,37.0,333.0,645,0.516,64,31.8,16.5,7.2,2.5,2.3,0.8,.479,.349,.802,8.6,.204,2015,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
457,2,Draymond Green,24,GSW,45.0,317.0,645,0.491,79,31.5,11.7,8.2,3.7,1.6,1.3,.443,.337,.660,8.5,.163,2015,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
458,3,DeAndre Jordan,26,LAC,32.0,261.0,645,0.405,82,34.4,11.5,15.0,0.7,1.0,2.2,.710,.250,.397,12.8,.217,2015,https://www.basketball-reference.com//players/j/jordade01.html,https://www.basketball-reference.com/req/202106291/images/players/jordade01.jpg
459,4,Anthony Davis,21,NOP,11.0,107.0,645,0.166,68,36.1,24.4,10.2,2.2,1.5,2.9,.535,.083,.805,14.0,.274,2015,https://www.basketball-reference.com//players/d/davisan02.html,https://www.basketball-reference.com/req/202106291/images/players/davisan02.jpg
460,5,Rudy Gobert,22,UTA,2.0,33.0,645,0.051,82,26.3,8.4,9.5,1.3,0.8,2.3,.604,.000,.623,9.3,.206,2015,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
461,6,Andrew Bogut,30,GSW,0.0,31.0,645,0.048,67,23.6,6.3,8.1,2.7,0.6,1.7,.563,NO DATA,.524,5.2,.159,2015,https://www.basketball-reference.com//players/b/bogutan01.html,https://www.basketball-reference.com/req/202106291/images/players/bogutan01.jpg
462,7,Tony Allen,33,MEM,1.0,29.0,645,0.045,63,26.2,8.6,4.4,1.4,2.0,0.5,.495,.345,.627,4.1,.119,2015,https://www.basketball-reference.com//players/a/allento01.html,https://www.basketball-reference.com/req/202106291/images/players/allento01.jpg
463,8,Tim Duncan,38,SAS,1.0,12.0,645,0.019,77,28.9,13.9,9.1,3.0,0.8,2.0,.512,.286,.740,9.6,.207,2015,https://www.basketball-reference.com//players/d/duncati01.html,https://www.basketball-reference.com/req/202106291/images/players/duncati01.jpg
464,9,Michael Kidd-Gilchrist,21,CHO,0.0,9.0,645,0.014,55,28.9,10.9,7.6,1.4,0.5,0.7,.465,NO DATA,.701,3.8,.114,2015,https://www.basketball-reference.com//players/k/kiddgmi01.html,https://www.basketball-reference.com/req/202106291/images/players/kiddgmi01.jpg
465,10T,Jimmy Butler,25,CHI,0.0,7.0,645,0.011,65,38.7,20.0,5.8,3.3,1.8,0.6,.462,.378,.834,11.2,.214,2015,https://www.basketball-reference.com//players/b/butleji01.html,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg
466,10T,Marc Gasol,30,MEM,0.0,7.0,645,0.011,81,33.2,17.4,7.8,3.8,0.9,1.6,.494,.176,.795,10.2,.182,2015,https://www.basketball-reference.com//players/g/gasolma01.html,https://www.basketball-reference.com/req/202106291/images/players/gasolma01.jpg
467,12,Joakim Noah,29,CHI,0.0,4.0,645,0.006,67,30.6,7.2,9.6,4.7,0.7,1.1,.445,.000,.603,5.6,.130,2015,https://www.basketball-reference.com//players/n/noahjo01.html,https://www.basketball-reference.com/req/202106291/images/players/noahjo01.jpg
468,13T,Trevor Ariza,29,HOU,0.0,3.0,645,0.005,82,35.7,12.8,5.6,2.5,1.9,0.2,.402,.350,.853,6.6,.108,2015,https://www.basketball-reference.com//players/a/arizatr01.html,https://www.basketball-reference.com/req/202106291/images/players/arizatr01.jpg
469,13T,LeBron James,30,CLE,0.0,3.0,645,0.005,69,36.1,25.3,6.0,7.4,1.6,0.7,.488,.354,.710,10.4,.199,2015,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
470,15T,Patrick Beverley,26,HOU,0.0,1.0,645,0.002,56,30.8,10.1,4.2,3.4,1.1,0.4,.383,.356,.750,3.5,.096,2015,https://www.basketball-reference.com//players/b/beverpa01.html,https://www.basketball-reference.com/req/202106291/images/players/beverpa01.jpg
471,15T,DeMarre Carroll,28,ATL,0.0,1.0,645,0.002,70,31.3,12.6,5.3,1.7,1.3,0.2,.487,.395,.702,7.0,.154,2015,https://www.basketball-reference.com//players/c/carrode01.html,https://www.basketball-reference.com/req/202106291/images/players/carrode01.jpg
472,15T,Nerlens Noel,20,PHI,0.0,1.0,645,0.002,75,30.8,9.9,8.1,1.7,1.8,1.9,.462,NO DATA,.609,4.0,.083,2015,https://www.basketball-reference.com//players/n/noelne01.html,https://www.basketball-reference.com/req/202106291/images/players/noelne01.jpg
473,15T,Chris Paul,29,LAC,0.0,1.0,645,0.002,82,34.8,19.1,4.6,10.2,1.9,0.2,.485,.398,.900,16.1,.270,2015,https://www.basketball-reference.com//players/p/paulch01.html,https://www.basketball-reference.com/req/202106291/images/players/paulch01.jpg
474,15T,Hassan Whiteside,25,MIA,0.0,1.0,645,0.002,48,23.8,11.8,10.0,0.1,0.6,2.6,.628,NO DATA,.500,5.3,.221,2015,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
475,1,Kawhi Leonard,24,SAS,84.0,547.0,650,0.842,72,33.1,21.2,6.8,2.6,1.8,1.0,.506,.443,.874,13.7,.277,2016,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
476,2,Draymond Green,25,GSW,44.0,421.0,650,0.648,81,34.7,14.0,9.5,7.4,1.5,1.4,.490,.388,.696,11.1,.190,2016,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
477,3,Hassan Whiteside,26,MIA,2.0,83.0,650,0.128,73,29.1,14.2,11.8,0.4,0.6,3.7,.606,NO DATA,.650,10.3,.233,2016,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
478,4,DeAndre Jordan,27,LAC,0.0,50.0,650,0.077,77,33.7,12.7,13.8,1.2,0.7,2.3,.703,.000,.430,11.5,.213,2016,https://www.basketball-reference.com//players/j/jordade01.html,https://www.basketball-reference.com/req/202106291/images/players/jordade01.jpg
479,5,Paul Millsap,30,ATL,0.0,21.0,650,0.032,81,32.7,17.1,9.0,3.3,1.8,1.7,.470,.319,.757,10.1,.183,2016,https://www.basketball-reference.com//players/m/millspa01.html,https://www.basketball-reference.com/req/202106291/images/players/millspa01.jpg
480,6,Avery Bradley,25,BOS,0.0,14.0,650,0.022,76,33.4,15.2,2.9,2.1,1.5,0.3,.447,.361,.780,4.8,.090,2016,https://www.basketball-reference.com//players/b/bradlav01.html,https://www.basketball-reference.com/req/202106291/images/players/bradlav01.jpg
481,7,Rudy Gobert,23,UTA,0.0,13.0,650,0.020,61,31.7,9.1,11.0,1.5,0.7,2.2,.559,NO DATA,.569,6.4,.160,2016,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
482,8,Tony Allen,34,MEM,0.0,5.0,650,0.008,64,25.3,8.4,4.6,1.1,1.7,0.3,.458,.357,.652,2.4,.072,2016,https://www.basketball-reference.com//players/a/allento01.html,https://www.basketball-reference.com/req/202106291/images/players/allento01.jpg
483,9,Anthony Davis,22,NOP,0.0,4.0,650,0.006,61,35.5,24.3,10.3,1.9,1.3,2.0,.493,.324,.758,7.2,.160,2016,https://www.basketball-reference.com//players/d/davisan02.html,https://www.basketball-reference.com/req/202106291/images/players/davisan02.jpg
484,10,Andre Drummond,22,DET,0.0,3.0,650,0.005,81,32.9,16.2,14.8,0.8,1.5,1.4,.521,.333,.355,7.4,.133,2016,https://www.basketball-reference.com//players/d/drumman01.html,https://www.basketball-reference.com/req/202106291/images/players/drumman01.jpg
485,11T,Jimmy Butler,26,CHI,0.0,2.0,650,0.003,67,36.9,20.9,5.3,4.8,1.6,0.6,.454,.312,.832,9.1,.177,2016,https://www.basketball-reference.com//players/b/butleji01.html,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg
486,11T,LeBron James,31,CLE,0.0,2.0,650,0.003,76,35.6,25.3,7.4,6.8,1.4,0.6,.520,.309,.731,13.6,.242,2016,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
487,13T,Trevor Ariza,30,HOU,0.0,1.0,650,0.002,81,35.3,12.7,4.5,2.3,2.0,0.3,.416,.371,.783,5.4,.090,2016,https://www.basketball-reference.com//players/a/arizatr01.html,https://www.basketball-reference.com/req/202106291/images/players/arizatr01.jpg
488,13T,Jae Crowder,25,BOS,0.0,1.0,650,0.002,73,31.6,14.2,5.1,1.8,1.7,0.5,.443,.336,.820,7.3,.152,2016,https://www.basketball-reference.com//players/c/crowdja01.html,https://www.basketball-reference.com/req/202106291/images/players/crowdja01.jpg
489,13T,Al Horford,29,ATL,0.0,1.0,650,0.002,82,32.1,15.2,7.3,3.2,0.8,1.5,.505,.344,.798,9.4,.172,2016,https://www.basketball-reference.com//players/h/horfoal01.html,https://www.basketball-reference.com/req/202106291/images/players/horfoal01.jpg
490,13T,Kyle Lowry,29,TOR,0.0,1.0,650,0.002,77,37.0,21.2,4.7,6.4,2.1,0.4,.427,.388,.811,11.6,.196,2016,https://www.basketball-reference.com//players/l/lowryky01.html,https://www.basketball-reference.com/req/202106291/images/players/lowryky01.jpg
491,13T,Chris Paul,30,LAC,0.0,1.0,650,0.002,74,32.7,19.5,4.2,10.0,2.1,0.2,.462,.371,.896,12.7,.253,2016,https://www.basketball-reference.com//players/p/paulch01.html,https://www.basketball-reference.com/req/202106291/images/players/paulch01.jpg
492,1,Draymond Green,26,GSW,73.0,434.0,500,0.868,76,32.5,10.2,7.9,7.0,2.0,1.4,.418,.308,.709,8.2,.160,2017,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
493,2,Rudy Gobert,24,UTA,16.0,269.0,500,0.538,81,33.9,14.0,12.8,1.2,0.6,2.6,.661,.000,.653,14.3,.250,2017,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
494,3,Kawhi Leonard,25,SAS,11.0,182.0,500,0.364,74,33.4,25.5,5.8,3.5,1.8,0.7,.485,.380,.880,13.6,.264,2017,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
495,4,Robert Covington,26,PHI,0.0,4.0,500,0.008,67,31.6,12.9,6.5,1.5,1.9,1.0,.399,.333,.822,3.1,.071,2017,https://www.basketball-reference.com//players/c/covinro01.html,https://www.basketball-reference.com/req/202106291/images/players/covinro01.jpg
496,5T,LeBron James,32,CLE,0.0,3.0,500,0.006,74,37.8,26.4,8.6,8.7,1.2,0.6,.548,.363,.674,12.9,.221,2017,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
497,5T,Andre Roberson,25,OKC,0.0,3.0,500,0.006,79,30.1,6.6,5.1,1.0,1.2,1.0,.464,.245,.423,4.2,.085,2017,https://www.basketball-reference.com//players/r/roberan03.html,https://www.basketball-reference.com/req/202106291/images/players/roberan03.jpg
