,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
225,9T,Norm Van Lier,26,CHI,0.0,5.0,905,0.006,80,35.8,14.3,4.7,6.9,2.0,0.1,.406,NO DATA,.778,5.2,.087,1974,https://www.basketball-reference.com//players/v/vanlino01.html,https://www.basketball-reference.com/req/202106291/images/players/vanlino01.jpg
226,11T,Dave Bing,30,DET,0.0,3.0,905,0.003,81,38.6,18.8,3.5,6.9,1.3,0.2,.436,NO DATA,.813,7.3,.113,1974,https://www.basketball-reference.com//players/b/bingda01.html,https://www.basketball-reference.com/req/202106291/images/players/bingda01.jpg
227,11T,Phil Chenier,23,CAP,0.0,3.0,905,0.003,76,38.7,21.9,5.1,3.1,2.0,0.9,.434,NO DATA,.820,7.4,.121,1974,https://www.basketball-reference.com//players/c/cheniph01.html,https://www.basketball-reference.com/req/202106291/images/players/cheniph01.jpg
228,11T,Dave DeBusschere,33,NYK,0.0,3.0,905,0.003,71,38.0,18.1,10.7,3.6,0.9,0.5,.461,NO DATA,.756,7.0,.125,1974,https://www.basketball-reference.com//players/d/debusda01.html,https://www.basketball-reference.com/req/202106291/images/players/debusda01.jpg
229,11T,Clifford Ray,25,CHI,0.0,3.0,905,0.003,80,32.9,9.3,12.2,3.1,0.7,2.2,.511,NO DATA,.608,8.2,.150,1974,https://www.basketball-reference.com//players/r/raycl01.html,https://www.basketball-reference.com/req/202106291/images/players/raycl01.jpg
230,15T,Lucius Allen,26,MIL,0.0,2.0,905,0.002,72,33.2,17.6,4.0,5.2,1.9,0.3,.495,NO DATA,.788,8.2,.164,1974,https://www.basketball-reference.com//players/a/allenlu01.html,https://www.basketball-reference.com/req/202106291/images/players/allenlu01.jpg
231,15T,Bob Love,31,CHI,0.0,2.0,905,0.002,82,40.1,21.8,6.0,1.6,1.0,0.3,.417,NO DATA,.818,5.8,.084,1974,https://www.basketball-reference.com//players/l/lovebo01.html,https://www.basketball-reference.com/req/202106291/images/players/lovebo01.jpg
232,17T,Spencer Haywood,24,SEA,0.0,1.0,905,0.001,75,40.5,23.5,13.4,3.2,0.9,1.4,.457,NO DATA,.814,9.7,.153,1974,https://www.basketball-reference.com//players/h/haywosp01.html,https://www.basketball-reference.com/req/202106291/images/players/haywosp01.jpg
233,17T,Clyde Lee,29,GSW,0.0,1.0,905,0.001,54,30.4,5.9,11.1,1.3,0.5,0.3,.454,NO DATA,.579,2.6,.076,1974,https://www.basketball-reference.com//players/l/leecl01.html,https://www.basketball-reference.com/req/202106291/images/players/leecl01.jpg
234,17T,Pete Maravich,26,ATL,0.0,1.0,905,0.001,76,38.2,27.7,4.9,5.2,1.5,0.2,.457,NO DATA,.826,7.6,.125,1974,https://www.basketball-reference.com//players/m/maravpe01.html,https://www.basketball-reference.com/req/202106291/images/players/maravpe01.jpg
235,17T,Rudy Tomjanovich,25,HOU,0.0,1.0,905,0.001,80,40.3,24.5,9.0,3.1,1.1,0.8,.536,NO DATA,.848,12.8,.191,1974,https://www.basketball-reference.com//players/t/tomjaru01.html,https://www.basketball-reference.com/req/202106291/images/players/tomjaru01.jpg
236,1,Bob McAdoo,23,BUF,81.0,547.0,965,0.567,82,43.2,34.5,14.1,2.2,1.1,2.1,.512,NO DATA,.805,17.8,.242,1975,https://www.basketball-reference.com//players/m/mcadobo01.html,https://www.basketball-reference.com/req/202106291/images/players/mcadobo01.jpg
237,2,Dave Cowens,26,BOS,32.0,310.0,965,0.321,65,40.5,20.4,14.7,4.6,1.3,1.1,.475,NO DATA,.783,9.5,.173,1975,https://www.basketball-reference.com//players/c/cowenda01.html,https://www.basketball-reference.com/req/202106291/images/players/cowenda01.jpg
238,3,Elvin Hayes,29,WSB,37.0,289.0,965,0.299,82,42.3,23.0,12.2,2.5,1.9,2.3,.443,NO DATA,.766,12.5,.173,1975,https://www.basketball-reference.com//players/h/hayesel01.html,https://www.basketball-reference.com/req/202106291/images/players/hayesel01.jpg
239,4,Rick Barry,30,GSW,16.0,254.0,965,0.263,80,40.4,30.6,5.7,6.2,2.9,0.4,.464,NO DATA,.904,12.7,.188,1975,https://www.basketball-reference.com//players/b/barryri01.html,https://www.basketball-reference.com/req/202106291/images/players/barryri01.jpg
240,5,Kareem Abdul-Jabbar,27,MIL,13.0,161.0,965,0.167,65,42.3,30.0,14.0,4.1,1.0,3.3,.513,NO DATA,.763,12.9,.225,1975,https://www.basketball-reference.com//players/a/abdulka01.html,https://www.basketball-reference.com/req/202106291/images/players/abdulka01.jpg
241,6,Tiny Archibald,26,KCO,2.0,30.0,965,0.031,82,39.6,26.5,2.7,6.8,1.5,0.1,.456,NO DATA,.872,11.2,.165,1975,https://www.basketball-reference.com//players/a/architi01.html,https://www.basketball-reference.com/req/202106291/images/players/architi01.jpg
242,7,John Havlicek,34,BOS,3.0,23.0,965,0.024,82,38.2,19.2,5.9,5.3,1.3,0.2,.455,NO DATA,.870,9.7,.149,1975,https://www.basketball-reference.com//players/h/havlijo01.html,https://www.basketball-reference.com/req/202106291/images/players/havlijo01.jpg
243,8,Phil Chenier,24,WSB,3.0,20.0,965,0.021,77,37.3,21.8,3.8,3.2,2.3,0.8,.450,NO DATA,.825,8.8,.147,1975,https://www.basketball-reference.com//players/c/cheniph01.html,https://www.basketball-reference.com/req/202106291/images/players/cheniph01.jpg
244,9,Wes Unseld,28,WSB,2.0,18.0,965,0.019,73,39.8,9.2,14.8,4.1,1.6,0.9,.502,NO DATA,.685,10.6,.175,1975,https://www.basketball-reference.com//players/u/unselwe01.html,https://www.basketball-reference.com/req/202106291/images/players/unselwe01.jpg
245,10,Sam Lacey,26,KCO,2.0,13.0,965,0.013,81,41.7,11.5,14.2,5.3,1.7,2.1,.427,NO DATA,.754,7.4,.105,1975,https://www.basketball-reference.com//players/l/laceysa01.html,https://www.basketball-reference.com/req/202106291/images/players/laceysa01.jpg
246,11,Norm Van Lier,27,CHI,0.0,9.0,965,0.009,70,37.0,15.0,4.7,5.8,2.0,0.2,.420,NO DATA,.792,5.6,.104,1975,https://www.basketball-reference.com//players/v/vanlino01.html,https://www.basketball-reference.com/req/202106291/images/players/vanlino01.jpg
247,12,Sidney Wicks,25,POR,1.0,8.0,965,0.008,82,38.6,21.7,10.7,3.5,1.3,1.0,.497,NO DATA,.706,9.7,.147,1975,https://www.basketball-reference.com//players/w/wickssi01.html,https://www.basketball-reference.com/req/202106291/images/players/wickssi01.jpg
248,13T,Spencer Haywood,25,SEA,0.0,7.0,965,0.007,68,37.2,22.4,9.3,2.0,0.8,1.6,.459,NO DATA,.811,7.3,.138,1975,https://www.basketball-reference.com//players/h/haywosp01.html,https://www.basketball-reference.com/req/202106291/images/players/haywosp01.jpg
249,13T,Bob Lanier,26,DET,0.0,7.0,965,0.007,76,39.3,24.0,12.0,4.6,1.0,2.3,.510,NO DATA,.802,12.4,.199,1975,https://www.basketball-reference.com//players/l/laniebo01.html,https://www.basketball-reference.com/req/202106291/images/players/laniebo01.jpg
250,15,Walt Frazier,29,NYK,0.0,6.0,965,0.006,78,41.1,21.5,6.0,6.1,2.4,0.2,.483,NO DATA,.828,10.8,.161,1975,https://www.basketball-reference.com//players/f/fraziwa01.html,https://www.basketball-reference.com/req/202106291/images/players/fraziwa01.jpg
251,16T,Mike Bantom,23,PHO,1.0,5.0,965,0.005,82,27.3,12.5,6.7,1.9,0.8,0.6,.461,NO DATA,.714,4.5,.097,1975,https://www.basketball-reference.com//players/b/bantomi01.html,https://www.basketball-reference.com/req/202106291/images/players/bantomi01.jpg
252,16T,Earl Monroe,30,NYK,0.0,5.0,965,0.005,78,36.1,20.9,4.2,3.5,1.4,0.4,.457,NO DATA,.827,6.6,.113,1975,https://www.basketball-reference.com//players/m/monroea01.html,https://www.basketball-reference.com/req/202106291/images/players/monroea01.jpg
253,16T,Chet Walker,34,CHI,0.0,5.0,965,0.005,76,32.3,19.2,5.7,2.2,0.6,0.1,.487,NO DATA,.860,10.5,.205,1975,https://www.basketball-reference.com//players/w/walkech01.html,https://www.basketball-reference.com/req/202106291/images/players/walkech01.jpg
254,19,Bob Love,32,CHI,0.0,4.0,965,0.004,61,39.4,22.0,6.3,1.7,1.0,0.2,.429,NO DATA,.830,5.2,.103,1975,https://www.basketball-reference.com//players/l/lovebo01.html,https://www.basketball-reference.com/req/202106291/images/players/lovebo01.jpg
255,20,Jim Chones,25,CLE,0.0,3.0,965,0.003,72,33.7,14.5,9.4,1.8,0.7,1.7,.487,NO DATA,.679,6.2,.123,1975,https://www.basketball-reference.com//players/c/choneji01.html,https://www.basketball-reference.com/req/202106291/images/players/choneji01.jpg
256,21T,Fred Brown,26,SEA,0.0,1.0,965,0.001,81,33.0,21.0,4.2,3.5,2.3,0.2,.480,NO DATA,.831,7.9,.142,1975,https://www.basketball-reference.com//players/b/brownfr01.html,https://www.basketball-reference.com/req/202106291/images/players/brownfr01.jpg
257,21T,Rudy Tomjanovich,26,HOU,0.0,1.0,965,0.001,81,38.7,20.7,7.6,2.9,0.9,0.3,.525,NO DATA,.790,10.1,.155,1975,https://www.basketball-reference.com//players/t/tomjaru01.html,https://www.basketball-reference.com/req/202106291/images/players/tomjaru01.jpg
258,1,Kareem Abdul-Jabbar,28,LAL,52.0,409.0,925,0.442,82,41.2,27.7,16.9,5.0,1.5,4.1,.529,NO DATA,.703,17.0,.242,1976,https://www.basketball-reference.com//players/a/abdulka01.html,https://www.basketball-reference.com/req/202106291/images/players/abdulka01.jpg
259,2,Bob McAdoo,24,BUF,47.0,393.0,925,0.425,78,42.7,31.1,12.4,4.0,1.2,2.1,.487,NO DATA,.762,12.3,.178,1976,https://www.basketball-reference.com//players/m/mcadobo01.html,https://www.basketball-reference.com/req/202106291/images/players/mcadobo01.jpg
260,3,Dave Cowens,27,BOS,48.0,378.0,925,0.409,78,39.8,19.0,16.0,4.2,1.2,0.9,.468,NO DATA,.756,10.7,.165,1976,https://www.basketball-reference.com//players/c/cowenda01.html,https://www.basketball-reference.com/req/202106291/images/players/cowenda01.jpg
261,4,Rick Barry,31,GSW,20.0,201.0,925,0.217,81,38.5,21.0,6.1,6.1,2.5,0.3,.435,NO DATA,.923,9.6,.148,1976,https://www.basketball-reference.com//players/b/barryri01.html,https://www.basketball-reference.com/req/202106291/images/players/barryri01.jpg
262,5,George McGinnis,25,PHI,4.0,80.0,925,0.086,77,38.3,23.0,12.6,4.7,2.6,0.5,.417,NO DATA,.740,8.5,.139,1976,https://www.basketball-reference.com//players/m/mcginge01.html,https://www.basketball-reference.com/req/202106291/images/players/mcginge01.jpg
263,6,Dave Bing,32,WSB,2.0,35.0,925,0.038,82,35.9,16.2,2.9,6.0,1.4,0.3,.447,NO DATA,.787,6.3,.102,1976,https://www.basketball-reference.com//players/b/bingda01.html,https://www.basketball-reference.com/req/202106291/images/players/bingda01.jpg
264,7,Phil Smith,23,GSW,2.0,25.0,925,0.027,82,34.1,20.0,4.6,4.4,1.3,0.2,.477,NO DATA,.788,9.4,.161,1976,https://www.basketball-reference.com//players/s/smithph01.html,https://www.basketball-reference.com/req/202106291/images/players/smithph01.jpg
265,8,Elvin Hayes,30,WSB,1.0,17.0,925,0.018,80,37.2,19.8,11.0,1.5,1.3,2.5,.470,NO DATA,.628,8.1,.131,1976,https://www.basketball-reference.com//players/h/hayesel01.html,https://www.basketball-reference.com/req/202106291/images/players/hayesel01.jpg
266,9T,Jim Chones,26,CLE,2.0,13.0,925,0.014,82,33.4,15.8,9.0,2.0,0.5,1.1,.448,NO DATA,.662,6.0,.105,1976,https://www.basketball-reference.com//players/c/choneji01.html,https://www.basketball-reference.com/req/202106291/images/players/choneji01.jpg
267,9T,Tiny Archibald,27,KCK,1.0,13.0,925,0.014,78,40.8,24.8,2.7,7.9,1.6,0.2,.453,NO DATA,.802,8.0,.121,1976,https://www.basketball-reference.com//players/a/architi01.html,https://www.basketball-reference.com/req/202106291/images/players/architi01.jpg
268,11,Wes Unseld,29,WSB,0.0,12.0,925,0.013,78,37.5,9.6,13.3,5.2,1.1,0.8,.561,NO DATA,.585,9.5,.156,1976,https://www.basketball-reference.com//players/u/unselwe01.html,https://www.basketball-reference.com/req/202106291/images/players/unselwe01.jpg
269,12,Earl Monroe,31,NYK,2.0,11.0,925,0.012,76,38.0,20.7,3.6,4.0,1.5,0.3,.478,NO DATA,.787,7.2,.119,1976,https://www.basketball-reference.com//players/m/monroea01.html,https://www.basketball-reference.com/req/202106291/images/players/monroea01.jpg
270,13,Fred Brown,27,SEA,1.0,10.0,925,0.011,76,33.1,23.1,4.2,2.7,1.9,0.2,.488,NO DATA,.869,8.8,.167,1976,https://www.basketball-reference.com//players/b/brownfr01.html,https://www.basketball-reference.com/req/202106291/images/players/brownfr01.jpg
271,14,Paul Silas,32,BOS,1.0,9.0,925,0.010,81,32.9,10.7,12.7,2.5,0.7,0.4,.426,NO DATA,.709,7.2,.129,1976,https://www.basketball-reference.com//players/s/silaspa01.html,https://www.basketball-reference.com/req/202106291/images/players/silaspa01.jpg
272,15,Pete Maravich,28,NOJ,0.0,7.0,925,0.008,62,38.3,25.9,4.8,5.4,1.4,0.4,.459,NO DATA,.811,7.1,.144,1976,https://www.basketball-reference.com//players/m/maravpe01.html,https://www.basketball-reference.com/req/202106291/images/players/maravpe01.jpg
273,16,Clifford Ray,27,GSW,0.0,6.0,925,0.006,82,26.6,6.9,9.5,1.8,1.0,1.0,.525,NO DATA,.609,7.0,.154,1976,https://www.basketball-reference.com//players/r/raycl01.html,https://www.basketball-reference.com/req/202106291/images/players/raycl01.jpg
274,17T,Walt Frazier,30,NYK,1.0,5.0,925,0.005,59,41.1,19.1,6.8,5.9,1.8,0.2,.485,NO DATA,.823,6.8,.134,1976,https://www.basketball-reference.com//players/f/fraziwa01.html,https://www.basketball-reference.com/req/202106291/images/players/fraziwa01.jpg
275,17T,Jamaal Wilkes,22,GSW,1.0,5.0,925,0.005,82,33.1,17.8,8.8,2.0,1.2,0.4,.463,NO DATA,.772,8.3,.147,1976,https://www.basketball-reference.com//players/w/wilkeja01.html,https://www.basketball-reference.com/req/202106291/images/players/wilkeja01.jpg
276,17T,Phil Chenier,25,WSB,0.0,5.0,925,0.005,80,36.9,19.9,4.0,3.2,2.0,0.6,.483,NO DATA,.827,8.8,.143,1976,https://www.basketball-reference.com//players/c/cheniph01.html,https://www.basketball-reference.com/req/202106291/images/players/cheniph01.jpg
277,20T,Doug Collins,24,PHI,0.0,3.0,925,0.003,77,38.9,20.8,4.0,2.5,1.4,0.3,.513,NO DATA,.836,10.0,.161,1976,https://www.basketball-reference.com//players/c/collido01.html,https://www.basketball-reference.com/req/202106291/images/players/collido01.jpg
278,20T,John Drew,21,ATL,0.0,3.0,925,0.003,77,30.5,21.6,8.6,1.9,1.8,0.4,.502,NO DATA,.744,10.6,.216,1976,https://www.basketball-reference.com//players/d/drewjo01.html,https://www.basketball-reference.com/req/202106291/images/players/drewjo01.jpg
279,20T,Steve Mix,28,PHI,0.0,3.0,925,0.003,81,37.5,13.9,8.2,2.7,2.0,0.4,.499,NO DATA,.818,9.4,.148,1976,https://www.basketball-reference.com//players/m/mixst01.html,https://www.basketball-reference.com/req/202106291/images/players/mixst01.jpg
280,20T,Jo Jo White,29,BOS,0.0,3.0,925,0.003,82,39.7,18.9,3.8,5.4,1.3,0.2,.449,NO DATA,.838,7.4,.109,1976,https://www.basketball-reference.com//players/w/whitejo01.html,https://www.basketball-reference.com/req/202106291/images/players/whitejo01.jpg
281,24T,Bob Dandridge,28,MIL,0.0,1.0,925,0.001,73,37.5,21.5,7.4,2.8,1.5,0.5,.502,NO DATA,.824,9.0,.158,1976,https://www.basketball-reference.com//players/d/dandrbo01.html,https://www.basketball-reference.com/req/202106291/images/players/dandrbo01.jpg
282,24T,John Havlicek,35,BOS,0.0,1.0,925,0.001,76,34.2,17.0,4.1,3.7,1.3,0.4,.450,NO DATA,.844,7.4,.137,1976,https://www.basketball-reference.com//players/h/havlijo01.html,https://www.basketball-reference.com/req/202106291/images/players/havlijo01.jpg
283,24T,Truck Robinson,24,WSB,0.0,1.0,925,0.001,82,25.1,11.2,6.8,1.4,0.5,1.3,.454,NO DATA,.672,4.3,.099,1976,https://www.basketball-reference.com//players/r/robintr01.html,https://www.basketball-reference.com/req/202106291/images/players/robintr01.jpg
284,24T,Randy Smith,27,BUF,0.0,1.0,925,0.001,82,38.6,21.8,5.1,5.9,1.9,0.0,.494,NO DATA,.817,9.4,.143,1976,https://www.basketball-reference.com//players/s/smithra01.html,https://www.basketball-reference.com/req/202106291/images/players/smithra01.jpg
285,24T,Norm Van Lier,28,CHI,0.0,1.0,925,0.001,76,39.8,12.6,5.4,6.6,2.0,0.3,.366,NO DATA,.737,3.2,.051,1976,https://www.basketball-reference.com//players/v/vanlino01.html,https://www.basketball-reference.com/req/202106291/images/players/vanlino01.jpg
286,24T,Bill Walton,23,POR,0.0,1.0,925,0.001,51,33.1,16.1,13.4,4.3,1.0,1.6,.471,NO DATA,.583,3.8,.109,1976,https://www.basketball-reference.com//players/w/waltobi01.html,https://www.basketball-reference.com/req/202106291/images/players/waltobi01.jpg
287,24T,Paul Westphal,25,PHO,0.0,1.0,925,0.001,82,36.1,20.5,3.2,5.4,2.6,0.5,.494,NO DATA,.830,9.6,.155,1976,https://www.basketball-reference.com//players/w/westppa01.html,https://www.basketball-reference.com/req/202106291/images/players/westppa01.jpg
288,1,Kareem Abdul-Jabbar,29,LAL,159.0,159.0,247,0.644,82,36.8,26.2,13.3,3.9,1.2,3.2,.579,NO DATA,.701,17.8,.283,1977,https://www.basketball-reference.com//players/a/abdulka01.html,https://www.basketball-reference.com/req/202106291/images/players/abdulka01.jpg
289,2,Bill Walton,24,POR,29.0,29.0,247,0.117,65,34.8,18.6,14.4,3.8,1.0,3.2,.528,NO DATA,.697,10.2,.215,1977,https://www.basketball-reference.com//players/w/waltobi01.html,https://www.basketball-reference.com/req/202106291/images/players/waltobi01.jpg
290,3,Pete Maravich,29,NOJ,15.0,15.0,247,0.061,73,41.7,31.1,5.1,5.4,1.2,0.3,.433,NO DATA,.835,6.4,.101,1977,https://www.basketball-reference.com//players/m/maravpe01.html,https://www.basketball-reference.com/req/202106291/images/players/maravpe01.jpg
291,4,Bob Lanier,28,DET,11.0,11.0,247,0.045,64,38.2,25.3,11.6,3.3,1.1,2.0,.534,NO DATA,.818,10.3,.203,1977,https://www.basketball-reference.com//players/l/laniebo01.html,https://www.basketball-reference.com/req/202106291/images/players/laniebo01.jpg
292,5,Julius Erving,26,PHI,7.0,7.0,247,0.028,82,35.9,21.6,8.5,3.7,1.9,1.4,.499,NO DATA,.777,11.5,.188,1977,https://www.basketball-reference.com//players/e/ervinju01.html,https://www.basketball-reference.com/req/202106291/images/players/ervinju01.jpg
293,6,Moses Malone,21,TOT,6.0,6.0,247,0.024,82,30.6,13.2,13.1,1.1,0.8,2.2,.480,NO DATA,.693,8.7,.167,1977,https://www.basketball-reference.com//players/m/malonmo01.html,https://www.basketball-reference.com/req/202106291/images/players/malonmo01.jpg
294,7T,Elvin Hayes,31,WSB,5.0,5.0,247,0.020,82,41.0,23.7,12.5,1.9,1.1,2.7,.501,NO DATA,.687,12.1,.173,1977,https://www.basketball-reference.com//players/h/hayesel01.html,https://www.basketball-reference.com/req/202106291/images/players/hayesel01.jpg
295,7T,David Thompson,22,DEN,5.0,5.0,247,0.020,82,36.6,25.9,4.1,4.1,1.4,0.6,.507,NO DATA,.766,10.7,.172,1977,https://www.basketball-reference.com//players/t/thompda01.html,https://www.basketball-reference.com/req/202106291/images/players/thompda01.jpg
296,9,Maurice Lucas,24,POR,4.0,4.0,247,0.016,79,36.2,20.2,11.4,2.9,1.1,0.7,.466,NO DATA,.765,8.7,.147,1977,https://www.basketball-reference.com//players/l/lucasma01.html,https://www.basketball-reference.com/req/202106291/images/players/lucasma01.jpg
297,10,Artis Gilmore,27,CHI,2.0,2.0,247,0.008,82,35.1,18.6,13.0,2.4,0.5,2.5,.522,NO DATA,.660,12.2,.203,1977,https://www.basketball-reference.com//players/g/gilmoar01.html,https://www.basketball-reference.com/req/202106291/images/players/gilmoar01.jpg
298,11T,George Gervin,24,SAS,1.0,1.0,247,0.004,82,33.0,23.1,5.5,2.9,1.3,1.3,.544,NO DATA,.833,10.5,.187,1977,https://www.basketball-reference.com//players/g/gervige01.html,https://www.basketball-reference.com/req/202106291/images/players/gervige01.jpg
299,11T,George McGinnis,26,PHI,1.0,1.0,247,0.004,79,35.1,21.4,11.5,3.8,2.1,0.5,.458,NO DATA,.681,8.6,.149,1977,https://www.basketball-reference.com//players/m/mcginge01.html,https://www.basketball-reference.com/req/202106291/images/players/mcginge01.jpg
300,11T,Norm Van Lier,29,CHI,1.0,1.0,247,0.004,82,37.8,10.2,4.5,7.8,1.6,0.2,.412,NO DATA,.778,5.5,.085,1977,https://www.basketball-reference.com//players/v/vanlino01.html,https://www.basketball-reference.com/req/202106291/images/players/vanlino01.jpg
301,11T,Jo Jo White,30,BOS,1.0,1.0,247,0.004,82,40.6,19.6,4.7,6.0,1.4,0.3,.429,NO DATA,.869,6.5,.094,1977,https://www.basketball-reference.com//players/w/whitejo01.html,https://www.basketball-reference.com/req/202106291/images/players/whitejo01.jpg
302,1,Bill Walton,25,POR,96.0,96.0,238,0.403,58,33.3,18.9,13.2,5.0,1.0,2.5,.522,NO DATA,.720,8.4,.209,1978,https://www.basketball-reference.com//players/w/waltobi01.html,https://www.basketball-reference.com/req/202106291/images/players/waltobi01.jpg
303,2,George Gervin,25,SAS,80.5,80.5,238,0.338,82,34.8,27.2,5.1,3.7,1.7,1.3,.536,NO DATA,.830,12.0,.201,1978,https://www.basketball-reference.com//players/g/gervige01.html,https://www.basketball-reference.com/req/202106291/images/players/gervige01.jpg
304,3,David Thompson,23,DEN,28.5,28.5,238,0.120,80,37.8,27.2,4.9,4.5,1.2,1.2,.521,NO DATA,.778,12.7,.202,1978,https://www.basketball-reference.com//players/t/thompda01.html,https://www.basketball-reference.com/req/202106291/images/players/thompda01.jpg
305,4,Kareem Abdul-Jabbar,30,LAL,14.0,14.0,238,0.059,62,36.5,25.8,12.9,4.3,1.7,3.0,.550,NO DATA,.783,12.1,.257,1978,https://www.basketball-reference.com//players/a/abdulka01.html,https://www.basketball-reference.com/req/202106291/images/players/abdulka01.jpg
306,5,Walter Davis,23,PHO,4.0,4.0,238,0.017,81,32.0,24.2,6.0,3.4,1.4,0.2,.526,NO DATA,.830,10.1,.187,1978,https://www.basketball-reference.com//players/d/daviswa03.html,https://www.basketball-reference.com/req/202106291/images/players/daviswa03.jpg
307,6T,Maurice Lucas,25,POR,3.0,3.0,238,0.013,68,31.2,16.4,9.1,2.5,0.9,0.8,.458,NO DATA,.767,5.8,.131,1978,https://www.basketball-reference.com//players/l/lucasma01.html,https://www.basketball-reference.com/req/202106291/images/players/lucasma01.jpg
308,6T,Paul Westphal,27,PHO,3.0,3.0,238,0.013,80,31.0,25.2,2.1,5.5,1.7,0.4,.516,NO DATA,.813,9.8,.190,1978,https://www.basketball-reference.com//players/w/westppa01.html,https://www.basketball-reference.com/req/202106291/images/players/westppa01.jpg
309,8T,Artis Gilmore,28,CHI,2.0,2.0,238,0.008,82,37.4,22.9,13.1,3.2,0.5,2.2,.559,NO DATA,.704,11.5,.180,1978,https://www.basketball-reference.com//players/g/gilmoar01.html,https://www.basketball-reference.com/req/202106291/images/players/gilmoar01.jpg
310,8T,Truck Robinson,26,NOJ,2.0,2.0,238,0.008,82,44.4,22.7,15.7,2.1,0.9,1.0,.444,NO DATA,.640,6.5,.086,1978,https://www.basketball-reference.com//players/r/robintr01.html,https://www.basketball-reference.com/req/202106291/images/players/robintr01.jpg
311,10T,Julius Erving,27,PHI,1.0,1.0,238,0.004,74,32.8,20.6,6.5,3.8,1.8,1.3,.502,NO DATA,.845,9.1,.179,1978,https://www.basketball-reference.com//players/e/ervinju01.html,https://www.basketball-reference.com/req/202106291/images/players/ervinju01.jpg
312,10T,Marques Johnson,21,MIL,1.0,1.0,238,0.004,80,34.6,19.5,10.6,2.4,1.2,1.3,.522,NO DATA,.736,10.6,.185,1978,https://www.basketball-reference.com//players/j/johnsma01.html,https://www.basketball-reference.com/req/202106291/images/players/johnsma01.jpg
313,10T,Bob Lanier,29,DET,1.0,1.0,238,0.004,63,36.7,24.5,11.3,3.4,1.3,1.5,.537,NO DATA,.772,10.1,.209,1978,https://www.basketball-reference.com//players/l/laniebo01.html,https://www.basketball-reference.com/req/202106291/images/players/laniebo01.jpg
314,10T,Bob McAdoo,26,NYK,1.0,1.0,238,0.004,79,40.3,26.5,12.8,3.8,1.3,1.6,.520,NO DATA,.727,10.9,.165,1978,https://www.basketball-reference.com//players/m/mcadobo01.html,https://www.basketball-reference.com/req/202106291/images/players/mcadobo01.jpg
315,10T,Marvin Webster,25,SEA,1.0,1.0,238,0.004,82,35.5,14.0,12.6,2.5,0.6,2.0,.502,NO DATA,.629,8.7,.143,1978,https://www.basketball-reference.com//players/w/webstma01.html,https://www.basketball-reference.com/req/202106291/images/players/webstma01.jpg
316,1,Moses Malone,23,HOU,112.0,112.0,223,0.502,82,41.3,24.8,17.6,1.8,1.0,1.5,.540,NO DATA,.739,14.1,.200,1979,https://www.basketball-reference.com//players/m/malonmo01.html,https://www.basketball-reference.com/req/202106291/images/players/malonmo01.jpg
317,2,George Gervin,26,SAS,35.0,35.0,223,0.157,80,36.1,29.6,5.0,2.7,1.7,1.1,.541,NO DATA,.826,11.4,.189,1979,https://www.basketball-reference.com//players/g/gervige01.html,https://www.basketball-reference.com/req/202106291/images/players/gervige01.jpg
318,3,Elvin Hayes,33,WSB,28.0,28.0,223,0.126,82,37.9,21.8,12.1,1.7,0.9,2.3,.487,NO DATA,.654,9.4,.146,1979,https://www.basketball-reference.com//players/h/hayesel01.html,https://www.basketball-reference.com/req/202106291/images/players/hayesel01.jpg
319,4,Kareem Abdul-Jabbar,31,LAL,15.0,15.0,223,0.067,80,39.5,23.8,12.8,5.4,1.0,4.0,.577,NO DATA,.736,14.4,.219,1979,https://www.basketball-reference.com//players/a/abdulka01.html,https://www.basketball-reference.com/req/202106291/images/players/abdulka01.jpg
320,5,Bob Dandridge,31,WSB,7.0,7.0,223,0.031,78,33.7,20.4,5.7,4.7,0.9,0.7,.499,NO DATA,.825,8.7,.158,1979,https://www.basketball-reference.com//players/d/dandrbo01.html,https://www.basketball-reference.com/req/202106291/images/players/dandrbo01.jpg
321,6,World B. Free,25,SDC,5.0,5.0,223,0.022,78,37.9,28.8,3.9,4.4,1.4,0.4,.481,NO DATA,.756,10.1,.164,1979,https://www.basketball-reference.com//players/f/freewo01.html,https://www.basketball-reference.com/req/202106291/images/players/freewo01.jpg
322,7,Jack Sikma,23,SEA,4.0,4.0,223,0.018,82,36.1,15.6,12.4,3.2,1.0,0.8,.460,NO DATA,.814,8.8,.143,1979,https://www.basketball-reference.com//players/s/sikmaja01.html,https://www.basketball-reference.com/req/202106291/images/players/sikmaja01.jpg
323,8T,Phil Ford,22,KCK,3.0,3.0,223,0.013,79,34.5,15.9,2.3,8.6,2.2,0.1,.465,NO DATA,.813,5.7,.101,1979,https://www.basketball-reference.com//players/f/fordph01.html,https://www.basketball-reference.com/req/202106291/images/players/fordph01.jpg
324,8T,David Thompson,24,DEN,3.0,3.0,223,0.013,76,35.1,24.0,3.6,3.0,0.9,1.1,.512,NO DATA,.753,9.5,.171,1979,https://www.basketball-reference.com//players/t/thompda01.html,https://www.basketball-reference.com/req/202106291/images/players/thompda01.jpg
